OBJECTID,STATE,COUNTY,TRACT,BLKGRP,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPo,SUM_NonHis,SUM_NHOneR,SUM_NH_Whi,SUM_NH_Bla,SUM_NH_AmI,SUM_NH_Asi,SUM_NH_Haw,SUM_NH_Oth,SUM_NH_2or,SUM_VAP_To,SUM_VAP_Hi,SUM_VAP_No,SUM_VAP_NH,SUM_VAP__1,SUM_VAP__2,SUM_VAP__3,SUM_VAP__4,SUM_VAP_Ha,SUM_VAP__5,SUM_VAP__6,SUM_TotHou,SUM_OccHU,SUM_Vacant,BG_ID,OBJECTID_1,GEOID,SUMLEVEL,ST,COUNTY_1,TRACT_1,BLKGRP_1,Total,Only_English,Only_Spanish,Other_Languages,BG_ID_1,Shapearea,Shapelen,Percent_Only_English,Percent_Only_Spanish,Percent_Other_Languages
1522,48,201,541601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015416011,1522,15000US482015416011,150,48,201,541601,1,2417,1584,480,353,482015416011,441572.307044,17407.406713,65.535788,19.85933,14.604882
1523,48,201,541602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015416021,1523,15000US482015416021,150,48,201,541602,1,2684,501,2039,144,482015416021,1455176.002198,8034.924528,18.66617,75.968703,5.365127
1524,48,201,541602,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015416024,1524,15000US482015416024,150,48,201,541602,4,2409,1302,844,263,482015416024,1108508.24425,9085.016574,54.047323,35.035284,10.917393
1525,48,201,541700,1,2455,1222,2455,860,1595,1523,883,541,6,85,0,8,72,1812,566,1246,1200,740,379,6,70,0,5,46,1222,1113,109,482015417001,1525,15000US482015417001,150,48,201,541700,1,2491,1771,506,214,482015417001,43147679.718172,38861.817195,71.095945,20.313127,8.590927
1526,48,201,541700,2,421,209,421,292,129,128,56,52,0,16,0,4,1,312,209,103,103,50,40,0,10,0,3,0,209,188,21,482015417002,1526,15000US482015417002,150,48,201,541700,2,3579,1748,1527,304,482015417002,100471992.079876,79034.258818,48.840458,42.665549,8.493993
1527,48,201,541700,3,2172,1356,2172,493,1679,1630,857,490,2,268,7,6,49,1816,379,1437,1405,768,407,2,218,6,4,32,1356,1185,171,482015417003,1527,15000US482015417003,150,48,201,541700,3,1844,1102,475,267,482015417003,35052771.81846,32906.846316,59.761388,25.759219,14.479393
1528,48,201,541800,1,2220,1115,2220,632,1588,1534,944,365,11,205,1,8,54,1699,429,1270,1236,802,267,9,151,1,6,34,1115,978,137,482015418001,1528,15000US482015418001,150,48,201,541800,1,3160,1658,799,703,482015418001,41199081.806396,39103.560815,52.468354,25.28481,22.246835
1529,48,201,541800,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015418002,1529,15000US482015418002,150,48,201,541800,2,1780,915,795,70,482015418002,1745965.918639,14227.283057,51.404494,44.662921,3.932584
1530,48,201,541900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015419001,1530,15000US482015419001,150,48,201,541900,1,1961,813,820,328,482015419001,149185.837151,11865.400708,41.45844,41.8154,16.72616
1531,48,201,541900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015419002,1531,15000US482015419002,150,48,201,541900,2,3749,2769,563,417,482015419002,8792206.234173,14735.244545,73.859696,15.017338,11.122966
1532,48,201,542000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015420001,1532,15000US482015420001,150,48,201,542000,1,4887,2964,1426,497,482015420001,189579.261502,10448.244917,60.650706,29.179456,10.169838
1533,48,201,542000,3,3,1,3,0,3,3,0,0,0,3,0,0,0,3,0,3,3,0,0,0,3,0,0,0,1,1,0,482015420003,1533,15000US482015420003,150,48,201,542000,3,1469,824,497,148,482015420003,852311.483517,5931.265864,56.09258,33.832539,10.074881
1534,48,201,542101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015421012,1534,15000US482015421012,150,48,201,542101,2,6779,3250,3000,529,482015421012,265343.403515,11229.238858,47.942174,44.254315,7.803511
1535,48,201,542200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015422001,1535,15000US482015422001,150,48,201,542200,1,6138,3496,2303,339,482015422001,303694.257997,20827.54189,56.956663,37.520365,5.522972
1536,48,201,542301,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015423012,1536,15000US482015423012,150,48,201,542301,2,5443,2569,2508,366,482015423012,388164.08034,16352.973693,47.198236,46.077531,6.724233
1537,48,201,542301,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015423013,1537,15000US482015423013,150,48,201,542301,3,2213,1441,573,199,482015423013,127537.424089,4487.928867,65.115228,25.892454,8.992318
1538,48,201,542302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015423021,1538,15000US482015423021,150,48,201,542302,1,4587,2733,1223,631,482015423021,396491.147852,4656.343943,59.581426,26.662307,13.756268
1539,48,201,542400,1,723,252,723,287,436,426,108,276,0,42,0,0,10,402,155,247,241,66,150,0,25,0,0,6,252,241,11,482015424001,1539,15000US482015424001,150,48,201,542400,1,3150,1840,968,342,482015424001,2296222.753819,9127.224295,58.412698,30.730159,10.857143
1540,48,201,542400,2,3,1,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,1,0,482015424002,1540,15000US482015424002,150,48,201,542400,2,2084,1334,652,98,482015424002,17029273.380359,26588.781394,64.011516,31.285988,4.702495
1541,48,201,542400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015424003,1541,15000US482015424003,150,48,201,542400,3,1828,661,1063,104,482015424003,10418780.838206,19418.376539,36.159737,58.150985,5.689278
1542,48,201,542500,1,16,7,16,2,14,13,8,3,0,2,0,0,1,12,2,10,10,7,3,0,0,0,0,0,7,6,1,482015425001,1542,15000US482015425001,150,48,201,542500,1,2237,2103,93,41,482015425001,36382620.544072,36384.344933,94.009835,4.157354,1.832812
1543,48,201,542600,1,5,1,5,0,5,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,4,1,1,0,482015426001,1543,15000US482015426001,150,48,201,542600,1,3402,2084,1161,157,482015426001,12379058.356383,18527.246092,61.258083,34.126984,4.614932
1544,48,201,542900,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015429003,1544,15000US482015429003,150,48,201,542900,3,2430,1346,865,219,482015429003,3247467.708992,66548.722447,55.390946,35.596708,9.012346
1545,48,201,543001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,482015430011,1545,15000US482015430011,150,48,201,543001,1,1484,818,169,497,482015430011,9265752.446429,121069.317504,55.121294,11.38814,33.490566
1546,48,201,543002,2,106,92,106,11,95,93,50,22,0,19,0,2,2,64,8,56,56,32,13,0,9,0,2,0,92,30,62,482015430022,1546,15000US482015430022,150,48,201,543002,2,2084,1415,386,283,482015430022,3783604.369913,36766.413216,67.898273,18.522073,13.579655
1547,48,201,543100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015431001,1547,15000US482015431001,150,48,201,543100,1,1852,1029,801,22,482015431001,2628201.74519,95435.135693,55.561555,43.25054,1.187905
1548,48,201,543200,1,2579,1081,2579,1005,1574,1553,1194,204,2,147,1,5,21,1917,650,1267,1256,1006,129,2,116,1,2,11,1081,965,116,482015432001,1548,15000US482015432001,150,48,201,543200,1,2699,1397,954,348,482015432001,44073535.797336,40276.201276,51.759911,35.346425,12.893664
1549,48,201,543200,2,1746,982,1746,336,1410,1388,777,116,3,491,1,0,22,1455,271,1184,1166,660,90,3,412,1,0,18,982,849,133,482015432002,1549,15000US482015432002,150,48,201,543200,2,1667,840,271,556,482015432002,376915910.062105,78733.335218,50.389922,16.256749,33.353329
1550,48,201,543200,3,1599,713,1599,860,739,714,507,159,0,47,0,1,25,1113,539,574,564,435,87,0,41,0,1,10,713,509,204,482015432003,1550,15000US482015432003,150,48,201,543200,3,1224,820,404,0,482015432003,15841363.958454,27796.431597,66.993464,33.006536,0
1551,48,201,550100,1,2011,1103,2011,503,1508,1464,56,1379,4,21,0,4,44,1285,306,979,945,49,875,4,14,0,3,34,1103,798,305,482015501001,1551,15000US482015501001,150,48,201,550100,1,1459,1196,263,0,482015501001,25537586.414668,25711.704011,81.973955,18.026045,0
1552,48,201,550100,2,1894,880,1894,1201,693,674,31,619,0,19,2,3,19,1182,741,441,434,21,395,0,16,2,0,7,880,667,213,482015501002,1552,15000US482015501002,150,48,201,550100,2,2475,1214,1261,0,482015501002,7432338.912179,20899.39646,49.050505,50.949495,0
1553,48,201,550200,1,2168,1006,2168,793,1375,1331,85,1223,2,15,1,5,44,1452,505,947,923,71,835,2,11,1,3,24,1006,868,138,482015502001,1553,15000US482015502001,150,48,201,550200,1,1710,1089,494,127,482015502001,6993441.100524,15773.224059,63.684211,28.888889,7.426901
1554,48,201,550200,2,1557,818,1557,471,1086,1047,62,970,2,13,0,0,39,982,288,694,666,49,605,1,11,0,0,28,818,600,218,482015502002,1554,15000US482015502002,150,48,201,550200,2,1064,938,126,0,482015502002,8185528.551948,13582.947821,88.157895,11.842105,0
1555,48,201,550301,1,323,226,323,58,265,258,15,240,0,2,0,1,7,243,42,201,195,15,177,0,2,0,1,6,226,174,52,482015503011,1555,15000US482015503011,150,48,201,550301,1,2726,2216,423,87,482015503011,3925802.095888,19322.077314,81.291269,15.517241,3.191489
1556,48,201,550301,3,5,2,5,0,5,5,0,5,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,2,2,0,482015503013,1556,15000US482015503013,150,48,201,550301,3,1796,1547,211,38,482015503013,1279161.505222,8636.194668,86.135857,11.74833,2.115813
1557,48,201,550302,1,4,2,4,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,2,0,482015503021,1557,15000US482015503021,150,48,201,550302,1,669,415,78,176,482015503021,3527046.39918,24978.140761,62.032885,11.659193,26.307922
1558,48,201,550302,3,688,258,688,472,216,210,53,119,0,36,0,2,6,470,307,163,161,37,92,0,30,0,2,2,258,228,30,482015503023,1558,15000US482015503023,150,48,201,550302,3,1175,918,218,39,482015503023,5719356.948463,17950.594963,78.12766,18.553191,3.319149
1559,48,201,550302,4,6,6,6,1,5,5,1,4,0,0,0,0,0,4,1,3,3,1,2,0,0,0,0,0,6,4,2,482015503024,1559,15000US482015503024,150,48,201,550302,4,2970,2061,682,227,482015503024,4553657.460703,14219.482701,69.393939,22.962963,7.643098
1560,48,201,550401,1,455,289,455,206,249,238,30,194,0,13,1,0,11,337,152,185,177,25,141,0,11,0,0,8,289,203,86,482015504011,1560,15000US482015504011,150,48,201,550401,1,2975,1457,1390,128,482015504011,5837391.193296,22864.354135,48.97479,46.722689,4.302521
1561,48,201,550402,1,128,159,128,39,89,89,16,72,0,1,0,0,0,88,24,64,64,14,49,0,1,0,0,0,159,58,101,482015504021,1561,15000US482015504021,150,48,201,550402,1,2134,1345,626,163,482015504021,1866845.696833,6079.767419,63.027179,29.334583,7.638238
1562,48,201,550402,2,690,410,690,176,514,501,78,382,0,39,0,2,13,533,123,410,401,70,298,0,31,0,2,9,410,340,70,482015504022,1562,15000US482015504022,150,48,201,550402,2,1678,1281,397,0,482015504022,3502613.200922,19764.860965,76.340882,23.659118,0
1563,48,201,550500,2,982,600,982,338,644,633,74,477,0,77,1,4,11,785,256,529,519,71,383,0,64,1,0,10,600,542,58,482015505002,1563,15000US482015505002,150,48,201,550500,2,2288,996,1169,123,482015505002,6144228.75761,13501.331937,43.531469,51.092657,5.375874
1564,48,201,550603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015506031,1564,15000US482015506031,150,48,201,550603,1,1126,276,770,80,482015506031,723587.711292,5782.362135,24.511545,68.383659,7.104796
1565,48,201,550603,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015506032,1565,15000US482015506032,150,48,201,550603,2,2047,557,1348,142,482015506032,1045417.248128,6358.187783,27.210552,65.852467,6.936981
1566,48,201,550603,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015506033,1566,15000US482015506033,150,48,201,550603,3,1908,1075,587,246,482015506033,308883.076274,2772.012738,56.341719,30.765199,12.893082
1567,48,201,550700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015507001,1567,15000US482015507001,150,48,201,550700,1,1079,590,206,283,482015507001,1232346.75877,15901.820085,54.680259,19.091752,26.227989
1568,48,201,550800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015508001,1568,15000US482015508001,150,48,201,550800,1,1045,369,480,196,482015508001,594895.954929,10691.460963,35.311005,45.933014,18.755981
1569,48,201,550800,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015508002,1569,15000US482015508002,150,48,201,550800,2,1588,1285,199,104,482015508002,13890.675429,534.407749,80.919395,12.531486,6.549118
1570,48,201,550900,2,19,5,19,4,15,14,0,0,0,14,0,0,1,13,3,10,10,0,0,0,10,0,0,0,5,4,1,482015509002,1570,15000US482015509002,150,48,201,550900,2,3587,1310,1343,934,482015509002,1332055.845919,6683.320422,36.520769,37.440758,26.038472
1571,48,201,550900,3,7,7,7,2,5,5,5,0,0,0,0,0,0,7,2,5,5,5,0,0,0,0,0,0,7,5,2,482015509003,1571,15000US482015509003,150,48,201,550900,3,1754,555,1199,0,482015509003,673413.062464,6538.597198,31.641961,68.358039,0
1572,48,201,551000,1,176,52,176,142,34,34,3,28,0,2,0,1,0,107,83,24,24,3,18,0,2,0,1,0,52,45,7,482015510001,1572,15000US482015510001,150,48,201,551000,1,2654,1211,1203,240,482015510001,2031344.910909,13574.915238,45.629239,45.327807,9.042954
1573,48,201,551100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015511002,1573,15000US482015511002,150,48,201,551100,2,1726,1095,597,34,482015511002,135633.827447,7047.617193,63.441483,34.588644,1.969873
1574,48,201,551100,3,45,15,45,0,45,45,11,29,0,0,5,0,0,24,0,24,24,6,15,0,0,3,0,0,15,13,2,482015511003,1574,15000US482015511003,150,48,201,551100,3,1186,784,258,144,482015511003,3339567.715362,15046.051025,66.104553,21.753794,12.141653
1575,48,201,551100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015511004,1575,15000US482015511004,150,48,201,551100,4,2123,852,535,736,482015511004,76901.597165,6066.011615,40.131889,25.200188,34.667923
1576,48,201,551200,1,4,3,4,0,4,4,0,1,0,3,0,0,0,4,0,4,4,0,1,0,3,0,0,0,3,3,0,482015512001,1576,15000US482015512001,150,48,201,551200,1,2417,1560,646,211,482015512001,3085621.549752,18861.914321,64.542822,26.727348,8.72983
1577,48,201,551200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015512002,1577,15000US482015512002,150,48,201,551200,2,901,619,146,136,482015512002,156589.222779,3705.386245,68.701443,16.204218,15.09434
1578,48,201,551200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015512004,1578,15000US482015512004,150,48,201,551200,4,1104,669,435,0,482015512004,1487560.234218,6333.098308,60.597826,39.402174,0
1579,48,201,551400,1,380,189,380,198,182,179,77,89,1,12,0,0,3,277,140,137,135,59,67,1,8,0,0,2,189,168,21,482015514001,1579,15000US482015514001,150,48,201,551400,1,1023,614,387,22,482015514001,706762.344341,6039.969669,60.01955,37.829912,2.150538
1580,48,201,551400,3,369,266,369,144,225,218,80,107,0,30,0,1,7,305,109,196,190,70,91,0,28,0,1,6,266,204,62,482015514003,1580,15000US482015514003,150,48,201,551400,3,1714,1210,229,275,482015514003,17002651.802146,31623.110546,70.595099,13.36056,16.044341
1581,48,201,551500,1,1091,708,1091,286,805,780,366,257,2,154,0,1,25,943,232,711,694,348,217,2,127,0,0,17,708,636,72,482015515001,1581,15000US482015515001,150,48,201,551500,1,1542,577,909,56,482015515001,15410330.898077,25045.287067,37.418936,58.949416,3.631647
1582,48,201,551500,2,845,322,845,132,713,690,72,489,2,126,0,1,23,492,85,407,401,60,248,1,91,0,1,6,322,259,63,482015515002,1582,15000US482015515002,150,48,201,551500,2,4569,2160,1294,1115,482015515002,34579188.91774,59233.980609,47.275115,28.321296,24.403589
1583,48,201,551600,1,4,1,4,0,4,4,0,0,0,4,0,0,0,4,0,4,4,0,0,0,4,0,0,0,1,1,0,482015516001,1583,15000US482015516001,150,48,201,551600,1,2519,1436,975,108,482015516001,1294156.260876,11850.254636,57.006749,38.705836,4.287416
1584,48,201,551600,2,5,2,5,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,482015516002,1584,15000US482015516002,150,48,201,551600,2,2162,1210,810,142,482015516002,619683.757934,13336.980117,55.966698,37.46531,6.567993
1585,48,201,551600,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015516003,1585,15000US482015516003,150,48,201,551600,3,2951,2082,709,160,482015516003,163771.541121,5334.249379,70.552355,24.025754,5.421891
1586,48,201,551800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015518001,1586,15000US482015518001,150,48,201,551800,1,2203,1764,181,258,482015518001,176422.953584,2732.618274,80.072628,8.216069,11.711303
1587,48,201,552001,1,2,2,2,0,2,2,0,1,0,1,0,0,0,2,0,2,2,0,1,0,1,0,0,0,2,2,0,482015520011,1587,15000US482015520011,150,48,201,552001,1,4759,3492,293,974,482015520011,2064136.183842,19438.411129,73.37676,6.156756,20.466485
1588,48,201,552002,1,561,290,561,150,411,400,264,105,3,28,0,0,11,425,94,331,325,216,85,3,21,0,0,6,290,268,22,482015520021,1588,15000US482015520021,150,48,201,552002,1,1389,1137,36,216,482015520021,10030070.7493,22700.269823,81.857451,2.591793,15.550756
1589,48,201,552101,1,577,312,577,140,437,416,144,244,0,28,0,0,21,418,87,331,320,119,183,0,18,0,0,11,312,246,66,482015521011,1589,15000US482015521011,150,48,201,552101,1,3857,2447,587,823,482015521011,2777156.475673,25873.85509,63.44309,15.219082,21.337827
1590,48,201,552103,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,482015521031,1590,15000US482015521031,150,48,201,552103,1,1411,924,47,440,482015521031,412302.67648,5850.525628,65.485471,3.330971,31.183558
1591,48,201,552103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015521032,1591,15000US482015521032,150,48,201,552103,2,1364,1072,292,0,482015521032,1182754.72252,10977.413323,78.592375,21.407625,0
1592,48,201,552200,1,2,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,482015522001,1592,15000US482015522001,150,48,201,552200,1,2260,1709,449,102,482015522001,543551.701245,8167.926701,75.619469,19.867257,4.513274
1593,48,201,552200,2,3,1,3,0,3,3,3,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,1,1,0,482015522002,1593,15000US482015522002,150,48,201,552200,2,1445,1235,148,62,482015522002,1534465.650467,16670.670385,85.467128,10.242215,4.290657
1594,48,201,552200,3,5,2,5,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,2,0,482015522003,1594,15000US482015522003,150,48,201,552200,3,2389,1581,466,342,482015522003,3968619.171139,42578.557313,66.178317,19.506069,14.315613
1595,48,201,552301,1,14,17,14,0,14,13,13,0,0,0,0,0,1,13,0,13,13,13,0,0,0,0,0,0,17,10,7,482015523011,1595,15000US482015523011,150,48,201,552301,1,2058,1832,167,59,482015523011,867775.819733,6113.775532,89.018465,8.114674,2.866861
1596,48,201,552400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015524001,1596,15000US482015524001,150,48,201,552400,1,1430,954,436,40,482015524001,80412.942111,1412.419984,66.713287,30.48951,2.797203
1597,48,201,552400,2,12,7,12,1,11,11,6,2,0,3,0,0,0,10,1,9,9,5,2,0,2,0,0,0,7,5,2,482015524002,1597,15000US482015524002,150,48,201,552400,2,1771,1190,151,430,482015524002,3363050.459901,19484.620401,67.193676,8.526256,24.280068
1598,48,201,552400,3,1049,400,1049,348,701,645,181,415,0,47,2,0,56,634,186,448,430,137,256,0,35,2,0,18,400,378,22,482015524003,1598,15000US482015524003,150,48,201,552400,3,2494,1670,499,325,482015524003,3094328.712515,13770.492527,66.960706,20.008019,13.031275
1599,48,201,552500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015525001,1599,15000US482015525001,150,48,201,552500,1,3389,1878,1373,138,482015525001,1231581.844015,11832.963553,55.414577,40.513426,4.071998
1600,48,201,552500,2,3,1,3,0,3,3,0,0,0,3,0,0,0,3,0,3,3,0,0,0,3,0,0,0,1,1,0,482015525002,1600,15000US482015525002,150,48,201,552500,2,3708,2869,645,194,482015525002,2944476.993493,19588.80138,77.373247,17.394822,5.231931
1601,48,201,552601,1,2685,1311,2685,1022,1663,1601,645,835,6,108,6,1,62,1967,704,1263,1229,564,566,6,87,5,1,34,1311,1190,121,482015526011,1601,15000US482015526011,150,48,201,552601,1,3898,1700,1217,981,482015526011,13261177.77926,18282.713004,43.612109,31.221139,25.166752
1602,48,201,552602,1,26,17,26,1,25,25,19,3,0,3,0,0,0,22,1,21,21,15,3,0,3,0,0,0,17,17,0,482015526021,1602,15000US482015526021,150,48,201,552602,1,2687,2246,264,177,482015526021,2988967.814943,20690.253714,83.587644,9.825084,6.587272
1603,48,201,552700,1,312,160,312,164,148,144,68,60,0,15,0,1,4,206,96,110,108,58,36,0,13,0,1,2,160,121,39,482015527001,1603,15000US482015527001,150,48,201,552700,1,2410,1505,800,105,482015527001,5617273.736542,20496.005157,62.448133,33.195021,4.356846
1604,48,201,552700,2,2174,1726,2174,370,1804,1780,992,366,9,411,0,2,24,1863,284,1579,1564,947,283,6,326,0,2,15,1726,1385,341,482015527002,1604,15000US482015527002,150,48,201,552700,2,2647,1807,226,614,482015527002,11439021.751177,14923.100086,68.265961,8.537968,23.196071
1605,48,201,552700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015527003,1605,15000US482015527003,150,48,201,552700,3,1876,1680,80,116,482015527003,44544.085811,2756.320476,89.552239,4.264392,6.183369
1606,48,201,552800,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015528002,1606,15000US482015528002,150,48,201,552800,2,1026,967,41,18,482015528002,487204.781064,10156.508661,94.249513,3.996101,1.754386
1607,48,201,552800,3,509,275,509,93,416,393,194,167,1,31,0,0,23,379,66,313,298,161,110,1,26,0,0,15,275,240,35,482015528003,1607,15000US482015528003,150,48,201,552800,3,2307,1930,249,128,482015528003,3823302.339504,27019.770102,83.658431,10.793238,5.548331
1608,48,201,552800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015528005,1608,15000US482015528005,150,48,201,552800,5,778,734,44,0,482015528005,5469.398384,325.265996,94.344473,5.655527,0
1609,48,201,552900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015529002,1609,15000US482015529002,150,48,201,552900,2,1123,920,82,121,482015529002,27530.270052,1868.965502,81.923419,7.30187,10.774711
1610,48,201,552900,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015529003,1610,15000US482015529003,150,48,201,552900,3,1699,1397,117,185,482015529003,1020348.681715,8351.449781,82.224838,6.886404,10.888758
1611,48,201,552900,4,329,288,329,89,240,235,124,100,1,9,0,1,5,263,65,198,195,109,76,1,9,0,0,3,288,178,110,482015529004,1611,15000US482015529004,150,48,201,552900,4,1050,905,41,104,482015529004,1498625.426301,18881.284736,86.190476,3.904762,9.904762
1612,48,201,553001,2,3,6,3,1,2,2,2,0,0,0,0,0,0,3,1,2,2,2,0,0,0,0,0,0,6,2,4,482015530012,1612,15000US482015530012,150,48,201,553001,2,2005,1837,159,9,482015530012,1514685.661003,6545.921147,91.620948,7.930175,0.448878
