OBJECTID,STATE,COUNTY,TRACT,BLKGRP,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPo,SUM_NonHis,SUM_NHOneR,SUM_NH_Whi,SUM_NH_Bla,SUM_NH_AmI,SUM_NH_Asi,SUM_NH_Haw,SUM_NH_Oth,SUM_NH_2or,SUM_VAP_To,SUM_VAP_Hi,SUM_VAP_No,SUM_VAP_NH,SUM_VAP__1,SUM_VAP__2,SUM_VAP__3,SUM_VAP__4,SUM_VAP_Ha,SUM_VAP__5,SUM_VAP__6,SUM_TotHou,SUM_OccHU,SUM_Vacant,BG_ID,OBJECTID_1,GEOID,SUMLEVEL,ST,COUNTY_1,TRACT_1,BLKGRP_1,Total,Only_English,Only_Spanish,Other_Languages,BG_ID_1,Shapearea,Shapelen,Percent_Only_English,Percent_Only_Spanish,Percent_Other_Languages
782,48,201,411501,3,1380,937,1380,164,1216,1189,1022,44,0,120,0,3,27,1273,145,1128,1105,948,43,0,112,0,2,23,937,857,80,482014115013,782,15000US482014115013,150,48,201,411501,3,1581,1200,119,262,482014115013,4616740.782513,9767.712388,75.901328,7.526882,16.57179
783,48,201,411502,1,1284,874,1284,146,1138,1117,911,58,3,144,0,1,21,1147,124,1023,1008,834,45,3,125,0,1,15,874,789,85,482014115021,783,15000US482014115021,150,48,201,411502,1,1177,925,155,97,482014115021,5606582.509883,10154.768038,78.589635,13.169074,8.241291
784,48,201,411502,2,706,585,706,80,626,619,528,28,0,62,0,1,7,670,72,598,591,506,25,0,59,0,1,7,585,496,89,482014115022,784,15000US482014115022,150,48,201,411502,2,879,807,27,45,482014115022,5063980.746777,11427.622545,91.808874,3.071672,5.119454
785,48,201,411502,3,722,567,722,127,595,580,455,37,3,76,2,7,15,677,113,564,550,432,36,3,70,2,7,14,567,512,55,482014115023,785,15000US482014115023,150,48,201,411502,3,816,549,131,136,482014115023,5026782.39988,14284.274894,67.279412,16.053922,16.666667
786,48,201,411502,4,1204,865,1204,166,1038,1022,805,70,1,146,0,0,16,1135,156,979,965,764,63,1,137,0,0,14,865,794,71,482014115024,786,15000US482014115024,150,48,201,411502,4,1308,993,137,178,482014115024,4034795.43517,9046.639712,75.917431,10.474006,13.608563
787,48,201,411600,1,1256,641,1256,90,1166,1150,1090,13,6,40,1,0,16,1068,76,992,985,935,11,6,32,1,0,7,641,597,44,482014116001,787,15000US482014116001,150,48,201,411600,1,1154,922,107,125,482014116001,6982464.983417,12034.241712,79.896014,9.272097,10.831889
788,48,201,411600,2,1051,639,1051,91,960,941,859,44,0,38,0,0,19,861,80,781,768,696,40,0,32,0,0,13,639,532,107,482014116002,788,15000US482014116002,150,48,201,411600,2,979,819,64,96,482014116002,7714936.994732,13972.163998,83.656793,6.537283,9.805924
789,48,201,411700,1,770,616,770,164,606,598,446,68,2,82,0,0,8,714,140,574,566,425,63,2,76,0,0,8,616,529,87,482014117001,789,15000US482014117001,150,48,201,411700,1,680,564,73,43,482014117001,4648459.959919,9971.189687,82.941176,10.735294,6.323529
790,48,201,411700,2,2004,1433,2004,304,1700,1662,1189,177,3,291,1,1,38,1887,275,1612,1578,1140,170,3,263,1,1,34,1433,1364,69,482014117002,790,15000US482014117002,150,48,201,411700,2,1787,1238,136,413,482014117002,8396878.761058,12631.715134,69.27812,7.61052,23.11136
791,48,201,411800,1,1068,933,1068,136,932,916,748,38,2,125,0,3,16,1011,121,890,876,735,34,2,102,0,3,14,933,813,120,482014118001,791,15000US482014118001,150,48,201,411800,1,1135,883,46,206,482014118001,5048546.080684,9591.269826,77.797357,4.052863,18.14978
792,48,201,411800,2,1282,769,1282,138,1144,1119,833,42,2,239,0,3,25,1039,104,935,917,689,35,2,189,0,2,18,769,694,75,482014118002,792,15000US482014118002,150,48,201,411800,2,1373,1068,81,224,482014118002,4769033.290701,13437.557729,77.78587,5.89949,16.314639
793,48,201,411800,3,1496,905,1496,177,1319,1288,1065,40,2,179,2,0,31,1240,141,1099,1083,912,33,2,136,0,0,16,905,813,92,482014118003,793,15000US482014118003,150,48,201,411800,3,1473,936,73,464,482014118003,8370346.566692,20995.095564,63.543788,4.955872,31.500339
794,48,201,411800,4,989,589,989,88,901,881,708,33,5,126,0,9,20,832,69,763,751,611,28,3,103,0,6,12,589,532,57,482014118004,794,15000US482014118004,150,48,201,411800,4,816,651,76,89,482014118004,4955465.377055,8984.880203,79.779412,9.313725,10.906863
795,48,201,411900,1,699,435,699,107,592,588,555,11,3,19,0,0,4,589,62,527,523,494,11,3,15,0,0,4,435,371,64,482014119001,795,15000US482014119001,150,48,201,411900,1,613,437,176,0,482014119001,3303811.257587,7952.122185,71.288744,28.711256,0
796,48,201,411900,2,1384,725,1384,121,1263,1246,1181,13,2,44,0,6,17,1121,91,1030,1021,970,10,2,36,0,3,9,725,655,70,482014119002,796,15000US482014119002,150,48,201,411900,2,1234,1006,28,200,482014119002,7010595.015348,11063.75199,81.523501,2.269044,16.207455
797,48,201,411900,3,1598,1138,1598,134,1464,1422,1200,53,4,161,2,2,42,1471,118,1353,1320,1109,48,4,157,2,0,33,1138,1025,113,482014119003,797,15000US482014119003,150,48,201,411900,3,2341,1418,402,521,482014119003,9034745.387344,15267.124886,60.572405,17.172149,22.255446
798,48,201,412000,1,1168,584,1168,79,1089,1063,952,28,0,82,0,1,26,946,51,895,876,786,17,0,73,0,0,19,584,528,56,482014120001,798,15000US482014120001,150,48,201,412000,1,1047,798,50,199,482014120001,5245891.980265,9586.670993,76.217765,4.775549,19.006686
799,48,201,412000,2,893,506,893,68,825,802,694,5,9,91,0,3,23,736,60,676,663,578,5,7,72,0,1,13,506,443,63,482014120002,799,15000US482014120002,150,48,201,412000,2,1044,753,161,130,482014120002,6935001.107255,11249.464934,72.126437,15.421456,12.452107
800,48,201,412000,3,831,359,831,32,799,792,745,11,0,34,0,2,7,639,19,620,618,583,7,0,26,0,2,2,359,335,24,482014120003,800,15000US482014120003,150,48,201,412000,3,831,733,59,39,482014120003,3913260.175792,8521.731431,88.20698,7.09988,4.693141
801,48,201,412100,1,2328,4,2328,305,2023,1979,1006,110,0,858,4,1,44,2322,305,2017,1974,1005,109,0,855,4,1,43,4,4,0,482014121001,801,15000US482014121001,150,48,201,412100,1,1972,1370,110,492,482014121001,13095350.006359,15555.024358,69.472617,5.578093,24.94929
802,48,201,412200,1,696,284,696,33,663,654,605,13,0,36,0,0,9,516,29,487,483,451,9,0,23,0,0,4,284,265,19,482014122001,802,15000US482014122001,150,48,201,412200,1,605,479,54,72,482014122001,8541150.574624,15625.438668,79.173554,8.92562,11.900826
803,48,201,412200,2,991,454,991,40,951,930,860,19,1,46,0,4,21,749,32,717,705,649,17,1,37,0,1,12,454,409,45,482014122002,803,15000US482014122002,150,48,201,412200,2,917,867,32,18,482014122002,4562809.24,10236.752163,94.547437,3.48964,1.962923
804,48,201,412200,3,1495,833,1495,175,1320,1280,902,62,0,314,0,2,40,1214,131,1083,1065,772,49,0,243,0,1,18,833,728,105,482014122003,804,15000US482014122003,150,48,201,412200,3,1538,1243,103,192,482014122003,5837115.602758,9663.791071,80.819246,6.697009,12.483745
805,48,201,412200,4,2173,944,2173,201,1972,1921,1553,36,4,319,0,9,51,1727,159,1568,1540,1236,32,4,263,0,5,28,944,869,75,482014122004,805,15000US482014122004,150,48,201,412200,4,2098,1685,68,345,482014122004,7018968.712829,11344.796419,80.314585,3.241182,16.444233
806,48,201,412600,1,7,2,7,0,7,5,4,0,0,1,0,0,2,4,0,4,4,3,0,0,1,0,0,0,2,2,0,482014126001,806,15000US482014126001,150,48,201,412600,1,1037,759,143,135,482014126001,380232.686069,5023.049229,73.1919,13.789778,13.018322
807,48,201,412600,2,11,3,11,0,11,7,7,0,0,0,0,0,4,8,0,8,4,4,0,0,0,0,0,4,3,3,0,482014126002,807,15000US482014126002,150,48,201,412600,2,1660,1386,133,141,482014126002,320354.823127,4976.532083,83.493976,8.012048,8.493976
808,48,201,412600,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482014126003,808,15000US482014126003,150,48,201,412600,3,648,543,66,39,482014126003,284270.329711,4455.442713,83.796296,10.185185,6.018519
809,48,201,412700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482014127001,809,15000US482014127001,150,48,201,412700,1,984,690,47,247,482014127001,351846.557497,4096.76684,70.121951,4.776423,25.101626
810,48,201,412700,2,12,6,12,0,12,9,9,0,0,0,0,0,3,8,0,8,6,6,0,0,0,0,0,2,6,4,2,482014127002,810,15000US482014127002,150,48,201,412700,2,2149,1822,84,243,482014127002,865174.505183,9015.493007,84.78362,3.908795,11.307585
811,48,201,412800,1,19,7,19,6,13,13,12,1,0,0,0,0,0,11,4,7,7,6,1,0,0,0,0,0,7,6,1,482014128001,811,15000US482014128001,150,48,201,412800,1,1645,1409,48,188,482014128001,240335.715221,5132.112657,85.653495,2.917933,11.428571
812,48,201,412800,2,28,9,28,2,26,26,20,0,0,6,0,0,0,17,1,16,16,11,0,0,5,0,0,0,9,9,0,482014128002,812,15000US482014128002,150,48,201,412800,2,1597,1258,189,150,482014128002,211443.960983,3795.179922,78.772699,11.83469,9.392611
813,48,201,412800,3,6,4,6,0,6,6,6,0,0,0,0,0,0,5,0,5,5,5,0,0,0,0,0,0,4,4,0,482014128003,813,15000US482014128003,150,48,201,412800,3,1076,960,85,31,482014128003,172853.998005,3336.820062,89.219331,7.899628,2.881041
814,48,201,412900,1,1269,912,1269,187,1082,1033,582,248,4,193,3,3,49,1113,155,958,922,534,214,4,164,3,3,36,912,770,142,482014129001,814,15000US482014129001,150,48,201,412900,1,1089,892,67,130,482014129001,8986389.165112,12889.164469,81.910009,6.152433,11.937557
815,48,201,412900,2,1700,982,1700,218,1482,1446,895,197,3,346,0,5,36,1397,168,1229,1205,745,166,3,287,0,4,24,982,841,141,482014129002,815,15000US482014129002,150,48,201,412900,2,1710,1043,123,544,482014129002,9191659.336179,18016.798178,60.994152,7.192982,31.812865
816,48,201,412900,3,923,444,923,89,834,818,491,128,0,196,1,2,16,781,62,719,713,443,107,0,160,1,2,6,444,423,21,482014129003,816,15000US482014129003,150,48,201,412900,3,859,657,80,122,482014129003,4385408.855555,8550.377491,76.484284,9.313155,14.202561
817,48,201,413000,1,1813,693,1813,216,1597,1561,1267,86,1,200,4,3,36,1252,135,1117,1109,909,56,1,138,4,1,8,693,648,45,482014130001,817,15000US482014130001,150,48,201,413000,1,1727,1464,133,130,482014130001,11560770.702378,17234.181869,84.77128,7.701216,7.527504
818,48,201,413000,2,1647,1023,1647,327,1320,1292,974,79,12,220,1,6,28,1318,240,1078,1063,795,68,10,183,1,6,15,1023,806,217,482014130002,818,15000US482014130002,150,48,201,413000,2,1394,901,354,139,482014130002,5835064.101297,13733.9998,64.634146,25.394548,9.971306
819,48,201,413100,1,1160,497,1160,106,1054,1029,859,30,0,135,0,5,25,868,70,798,782,653,25,0,102,0,2,16,497,450,47,482014131001,819,15000US482014131001,150,48,201,413100,1,1096,952,30,114,482014131001,5578800.274312,13099.672837,86.861314,2.737226,10.40146
820,48,201,413100,2,945,335,945,91,854,832,776,9,3,44,0,0,22,634,49,585,577,532,9,3,33,0,0,8,335,317,18,482014131002,820,15000US482014131002,150,48,201,413100,2,750,663,72,15,482014131002,5717414.664362,19554.682009,88.4,9.6,2
821,48,201,413100,3,982,350,982,87,895,852,754,32,1,64,0,1,43,642,43,599,581,511,23,1,45,0,1,18,350,329,21,482014131003,821,15000US482014131003,150,48,201,413100,3,965,803,44,118,482014131003,4274565.732278,11016.332262,83.212435,4.559585,12.227979
822,48,201,413201,1,1110,829,1110,157,953,938,579,94,2,262,0,1,15,997,130,867,852,533,87,2,229,0,1,15,829,695,134,482014132011,822,15000US482014132011,150,48,201,413201,1,1087,742,191,154,482014132011,2517800.697001,10072.101642,68.26127,17.571297,14.167433
823,48,201,413201,2,1516,1043,1516,203,1313,1273,929,67,1,271,0,5,40,1381,174,1207,1173,871,62,1,238,0,1,34,1043,857,186,482014132012,823,15000US482014132012,150,48,201,413201,2,1038,486,194,358,482014132012,2687155.18997,6758.704123,46.820809,18.689788,34.489403
824,48,201,413202,1,924,723,924,149,775,749,546,29,1,171,0,2,26,849,137,712,694,522,28,1,141,0,2,18,723,606,117,482014132021,824,15000US482014132021,150,48,201,413202,1,1612,1316,87,209,482014132021,1357178.118501,5432.992418,81.637717,5.397022,12.965261
825,48,201,413202,2,1954,1458,1954,305,1649,1610,1040,159,4,401,1,5,39,1775,268,1507,1471,992,136,4,333,1,5,36,1458,1223,235,482014132022,825,15000US482014132022,150,48,201,413202,2,1331,859,158,314,482014132022,4744140.718077,9796.156248,64.537941,11.870774,23.591285
826,48,201,413300,1,1716,1066,1716,232,1484,1443,782,279,3,377,1,1,41,1485,200,1285,1254,700,233,3,317,1,0,31,1066,950,116,482014133001,826,15000US482014133001,150,48,201,413300,1,1458,603,292,563,482014133001,7778707.438876,15612.333452,41.358025,20.027435,38.61454
827,48,201,413300,2,1917,1052,1917,240,1677,1644,899,488,3,247,0,7,33,1549,184,1365,1341,745,399,3,189,0,5,24,1052,924,128,482014133002,827,15000US482014133002,150,48,201,413300,2,1443,1251,38,154,482014133002,7723468.143237,14545.033074,86.694387,2.633403,10.672211
828,48,201,413300,3,1287,586,1287,187,1100,1084,829,65,4,180,6,0,16,1018,140,878,871,672,42,4,149,4,0,7,586,548,38,482014133003,828,15000US482014133003,150,48,201,413300,3,1540,1098,310,132,482014133003,8307145.73665,21566.854452,71.298701,20.12987,8.571429
829,48,201,413300,4,1048,487,1048,150,898,872,646,65,0,161,0,0,26,774,96,678,668,488,58,0,122,0,0,10,487,442,45,482014133004,829,15000US482014133004,150,48,201,413300,4,1150,950,80,120,482014133004,4914773.290723,10124.953443,82.608696,6.956522,10.434783
830,48,201,413300,5,929,404,929,92,837,818,634,45,4,134,0,1,19,716,61,655,641,500,35,4,101,0,1,14,404,379,25,482014133005,830,15000US482014133005,150,48,201,413300,5,847,803,44,0,482014133005,6004122.485085,12867.739378,94.805195,5.194805,0
831,48,201,420100,1,1895,882,1895,870,1025,1002,329,369,3,291,4,6,23,1432,571,861,847,285,314,3,239,4,2,14,882,801,81,482014201001,831,15000US482014201001,150,48,201,420100,1,1536,626,794,116,482014201001,7872738.619785,11565.889468,40.755208,51.692708,7.552083
832,48,201,420100,2,1167,659,1167,381,786,771,65,671,2,33,0,0,15,907,272,635,625,60,532,2,31,0,0,10,659,587,72,482014201002,832,15000US482014201002,150,48,201,420100,2,1359,823,458,78,482014201002,4544442.133013,10341.712063,60.559235,33.701251,5.739514
833,48,201,420200,1,1372,579,1372,505,867,833,550,117,3,157,1,5,34,1098,365,733,709,478,94,2,131,1,3,24,579,537,42,482014202001,833,15000US482014202001,150,48,201,420200,1,1357,830,312,215,482014202001,12785538.120589,18826.730074,61.164333,22.991894,15.843773
834,48,201,420200,2,1175,397,1175,686,489,453,232,102,1,114,0,4,36,847,445,402,381,204,77,1,97,0,2,21,397,381,16,482014202002,834,15000US482014202002,150,48,201,420200,2,976,560,290,126,482014202002,4840949.034755,8797.53017,57.377049,29.713115,12.909836
835,48,201,420300,1,1503,869,1503,219,1284,1252,649,517,2,79,1,4,32,1259,173,1086,1064,536,450,2,73,1,2,22,869,800,69,482014203001,835,15000US482014203001,150,48,201,420300,1,1556,1203,290,63,482014203001,10557930.820858,15381.662283,77.313625,18.637532,4.048843
836,48,201,420300,2,839,365,839,90,749,728,658,27,2,41,0,0,21,667,58,609,597,543,24,2,28,0,0,12,365,352,13,482014203002,836,15000US482014203002,150,48,201,420300,2,603,535,28,40,482014203002,6475569.494236,11366.993081,88.723051,4.643449,6.633499
837,48,201,420300,3,1069,453,1069,139,930,917,846,28,1,37,1,4,13,840,97,743,736,680,22,1,28,1,4,7,453,441,12,482014203003,837,15000US482014203003,150,48,201,420300,3,983,738,160,85,482014203003,8780909.016014,11849.157123,75.076297,16.276704,8.646999
838,48,201,420400,1,1084,508,1084,132,952,937,793,52,2,90,0,0,15,893,110,783,772,664,39,2,67,0,0,11,508,487,21,482014204001,838,15000US482014204001,150,48,201,420400,1,969,861,64,44,482014204001,6554466.387807,10225.610622,88.854489,6.604747,4.540764
839,48,201,420400,2,1453,698,1453,163,1290,1265,1111,63,2,88,0,1,25,1168,107,1061,1043,925,45,2,70,0,1,18,698,660,38,482014204002,839,15000US482014204002,150,48,201,420400,2,1249,1166,64,19,482014204002,7699936.992366,11281.435882,93.354684,5.124099,1.521217
840,48,201,420400,3,856,396,856,322,534,519,381,60,0,77,0,1,15,682,220,462,456,334,52,0,69,0,1,6,396,367,29,482014204003,840,15000US482014204003,150,48,201,420400,3,1231,641,437,153,482014204003,12241365.080015,22025.968076,52.071487,35.499594,12.42892
841,48,201,420500,1,894,304,894,714,180,177,49,112,0,12,0,4,3,620,484,136,133,42,79,0,11,0,1,3,304,280,24,482014205001,841,15000US482014205001,150,48,201,420500,1,641,63,559,19,482014205001,5872820.322338,10549.705818,9.828393,87.207488,2.964119
842,48,201,420500,2,1848,571,1848,1388,460,456,60,384,2,10,0,0,4,1192,827,365,365,53,302,2,8,0,0,0,571,533,38,482014205002,842,15000US482014205002,150,48,201,420500,2,2009,587,1364,58,482014205002,9787103.668938,16433.820616,29.218517,67.894475,2.887008
843,48,201,420500,3,1299,564,1299,854,445,438,21,152,0,264,0,1,7,909,543,366,361,16,119,0,226,0,0,5,564,438,126,482014205003,843,15000US482014205003,150,48,201,420500,3,690,49,417,224,482014205003,9139942.210738,15455.434602,7.101449,60.434783,32.463768
844,48,201,420600,1,598,349,598,139,459,441,343,67,1,29,0,1,18,495,99,396,388,308,53,1,25,0,1,8,349,305,44,482014206001,844,15000US482014206001,150,48,201,420600,1,675,567,90,18,482014206001,3230554.41317,8726.784605,84,13.333333,2.666667
845,48,201,420600,2,1634,670,1634,516,1118,1095,869,151,0,74,0,1,23,1226,322,904,889,727,98,0,63,0,1,15,670,635,35,482014206002,845,15000US482014206002,150,48,201,420600,2,1471,1029,285,157,482014206002,9739108.497846,14996.686109,69.952413,19.374575,10.673012
846,48,201,420700,1,903,342,903,73,830,811,704,19,0,82,0,6,19,675,51,624,615,540,10,0,61,0,4,9,342,326,16,482014207001,846,15000US482014207001,150,48,201,420700,1,746,536,46,164,482014207001,6905915.930625,11219.541991,71.849866,6.16622,21.983914
847,48,201,420700,2,590,248,590,46,544,543,493,13,0,37,0,0,1,482,30,452,452,419,7,0,26,0,0,0,248,244,4,482014207002,847,15000US482014207002,150,48,201,420700,2,611,483,32,96,482014207002,5107796.46262,9109.753454,79.050736,5.237316,15.711948
848,48,201,420700,3,1646,659,1646,156,1490,1470,1270,47,0,145,0,8,20,1248,109,1139,1131,978,34,0,114,0,5,8,659,634,25,482014207003,848,15000US482014207003,150,48,201,420700,3,1594,1283,88,223,482014207003,12692147.845156,16098.669143,80.489335,5.520703,13.989962
849,48,201,420800,1,803,321,803,74,729,715,588,28,3,96,0,0,14,630,58,572,568,464,20,3,81,0,0,4,321,304,17,482014208001,849,15000US482014208001,150,48,201,420800,1,863,670,7,186,482014208001,9822032.724046,12756.79059,77.636153,0.811124,21.552723
850,48,201,420800,2,853,341,853,72,781,768,620,2,0,145,0,1,13,677,50,627,622,512,2,0,107,0,1,5,341,331,10,482014208002,850,15000US482014208002,150,48,201,420800,2,1147,622,81,444,482014208002,7077577.11813,14365.457615,54.228422,7.061901,38.709677
851,48,201,420800,3,856,338,856,48,808,798,646,5,5,142,0,0,10,672,33,639,635,520,3,3,109,0,0,4,338,330,8,482014208003,851,15000US482014208003,150,48,201,420800,3,642,557,49,36,482014208003,5603948.305153,11460.063728,86.760125,7.632399,5.607477
852,48,201,421101,1,758,504,758,159,599,589,382,94,1,112,0,0,10,688,144,544,535,350,89,1,95,0,0,9,504,472,32,482014211011,852,15000US482014211011,150,48,201,421101,1,111,59,35,17,482014211011,10074758.926969,18364.897764,53.153153,31.531532,15.315315
853,48,201,421101,2,2971,1231,2971,2117,854,830,213,436,2,179,0,0,24,2068,1370,698,677,178,344,2,153,0,0,21,1231,1162,69,482014211012,853,15000US482014211012,150,48,201,421101,2,2857,775,1536,546,482014211012,3367832.718399,8583.717742,27.126356,53.762688,19.110956
854,48,201,421102,1,2674,1205,2674,2392,282,272,83,170,3,11,0,5,10,1798,1573,225,218,57,143,3,11,0,4,7,1205,915,290,482014211021,854,15000US482014211021,150,48,201,421102,1,2534,175,2324,35,482014211021,2891262.039683,8862.849411,6.906077,91.712707,1.381215
855,48,201,421102,2,1345,736,1345,341,1004,982,113,496,3,362,0,8,22,1129,265,864,848,104,396,1,341,0,6,16,736,603,133,482014211022,855,15000US482014211022,150,48,201,421102,2,1145,323,297,525,482014211022,3510491.604593,7964.764218,28.209607,25.938865,45.851528
856,48,201,421102,3,1525,360,1525,1460,65,65,26,25,0,11,0,3,0,913,866,47,47,19,17,0,11,0,0,0,360,319,41,482014211023,856,15000US482014211023,150,48,201,421102,3,1172,49,1123,0,482014211023,2626579.401969,8002.455402,4.180887,95.819113,0
857,48,201,421201,1,2078,964,2078,1633,445,430,110,246,1,65,0,8,15,1581,1186,395,384,104,214,0,62,0,4,11,964,887,77,482014212011,857,15000US482014212011,150,48,201,421201,1,1407,286,1031,90,482014212011,2343583.329878,6973.981692,20.326937,73.276475,6.396588
858,48,201,421201,2,1777,740,1777,1329,448,445,54,307,0,83,0,1,3,1186,848,338,335,50,222,0,62,0,1,3,740,614,126,482014212012,858,15000US482014212012,150,48,201,421201,2,1750,318,1278,154,482014212012,1665625.237058,5092.50476,18.171429,73.028571,8.8
859,48,201,421201,3,544,187,544,537,7,7,6,1,0,0,0,0,0,370,368,2,2,1,1,0,0,0,0,0,187,161,26,482014212013,859,15000US482014212013,150,48,201,421201,3,229,0,229,0,482014212013,895748.464485,4457.714744,0,100,0
860,48,201,421202,1,1665,694,1665,1389,276,264,41,179,0,44,0,0,12,1051,874,177,170,33,108,0,29,0,0,7,694,514,180,482014212021,860,15000US482014212021,150,48,201,421202,1,1846,19,1671,156,482014212021,1026142.782273,4882.755727,1.029252,90.520043,8.450704
861,48,201,421202,2,2005,761,2005,1929,76,75,26,36,1,7,0,5,1,1405,1351,54,53,19,26,1,5,0,2,1,761,605,156,482014212022,861,15000US482014212022,150,48,201,421202,2,1114,101,989,24,482014212022,1740112.604409,5275.320728,9.066427,88.779174,2.154399
862,48,201,421202,3,475,228,475,394,81,76,11,58,0,7,0,0,5,334,273,61,56,11,38,0,7,0,0,5,228,174,54,482014212023,862,15000US482014212023,150,48,201,421202,3,326,0,326,0,482014212023,3298869.823981,9550.923019,0,100,0
863,48,201,421300,1,2282,864,2282,538,1744,1628,403,321,3,896,0,5,116,1570,356,1214,1139,280,246,0,609,0,4,75,864,781,83,482014213001,863,15000US482014213001,150,48,201,421300,1,1783,544,291,948,482014213001,10582448.778264,16344.634581,30.510376,16.320808,53.168817
864,48,201,421300,2,2631,1171,2631,2283,348,333,110,198,0,24,0,1,15,1910,1609,301,289,93,173,0,22,0,1,12,1171,984,187,482014213002,864,15000US482014213002,150,48,201,421300,2,2275,332,1907,36,482014213002,2872991.116034,7297.178278,14.593407,83.824176,1.582418
865,48,201,421300,3,1722,530,1722,931,791,759,204,211,5,335,0,4,32,1131,577,554,536,153,146,4,230,0,3,18,530,490,40,482014213003,865,15000US482014213003,150,48,201,421300,3,1284,285,452,547,482014213003,2519573.190996,6602.585144,22.196262,35.202492,42.601246
866,48,201,421401,1,1390,605,1390,1256,134,131,35,77,1,16,0,2,3,882,788,94,92,29,50,0,12,0,1,2,605,418,187,482014214011,866,15000US482014214011,150,48,201,421401,1,1211,222,962,27,482014214011,1153556.054115,5290.693565,18.331957,79.438481,2.229562
867,48,201,421401,2,2236,769,2236,1864,372,362,43,113,2,198,0,6,10,1576,1297,279,273,32,69,2,168,0,2,6,769,675,94,482014214012,867,15000US482014214012,150,48,201,421401,2,1697,164,1463,70,482014214012,1920136.517312,7293.796511,9.664113,86.210961,4.124926
868,48,201,421402,1,1879,656,1879,1798,81,79,32,39,0,6,0,2,2,1216,1164,52,52,15,33,0,4,0,0,0,656,524,132,482014214021,868,15000US482014214021,150,48,201,421402,1,2108,151,1957,0,482014214021,813898.412556,4434.243485,7.163188,92.836812,0
869,48,201,421402,2,1561,726,1561,1495,66,64,20,41,0,2,0,1,2,1005,949,56,55,17,35,0,2,0,1,1,726,493,233,482014214022,869,15000US482014214022,150,48,201,421402,2,1191,150,931,110,482014214022,921340.081644,4537.926896,12.594458,78.169605,9.235936
870,48,201,421403,1,1411,476,1411,1367,44,44,19,17,0,5,0,3,0,984,950,34,34,12,16,0,5,0,1,0,476,414,62,482014214031,870,15000US482014214031,150,48,201,421403,1,1657,130,1527,0,482014214031,2654359.859566,7978.288138,7.845504,92.154496,0
871,48,201,421403,2,2153,612,2153,1682,471,451,83,200,0,166,0,2,20,1455,1129,326,309,59,116,0,133,0,1,17,612,570,42,482014214032,871,15000US482014214032,150,48,201,421403,2,2011,191,1499,321,482014214032,1776781.293535,5345.530419,9.497762,74.54003,15.962208
872,48,201,421403,3,799,251,799,636,163,162,114,26,0,22,0,0,1,588,441,147,146,108,20,0,18,0,0,1,251,242,9,482014214033,872,15000US482014214033,150,48,201,421403,3,918,236,622,60,482014214033,2607615.665177,6588.814608,25.708061,67.755991,6.535948
873,48,201,421500,1,1090,425,1090,590,500,490,134,272,3,78,0,3,10,734,380,354,347,97,175,3,70,0,2,7,425,370,55,482014215001,873,15000US482014215001,150,48,201,421500,1,975,380,450,145,482014215001,5680811.893743,10598.083511,38.974359,46.153846,14.871795
874,48,201,421500,2,2264,832,2264,1867,397,385,158,162,2,61,0,2,12,1573,1256,317,308,132,117,2,55,0,2,9,832,729,103,482014215002,874,15000US482014215002,150,48,201,421500,2,1354,308,1031,15,482014215002,3500171.233863,7958.974694,22.747415,76.144756,1.107829
875,48,201,421500,3,1345,597,1345,832,513,493,305,93,3,90,0,2,20,1006,547,459,444,277,86,3,76,0,2,15,597,532,65,482014215003,875,15000US482014215003,150,48,201,421500,3,1028,462,509,57,482014215003,5890090.678662,11910.521741,44.941634,49.513619,5.544747
876,48,201,421500,4,1785,927,1785,483,1302,1275,239,705,1,324,0,6,27,1461,362,1099,1077,217,552,1,302,0,5,22,927,795,132,482014215004,876,15000US482014215004,150,48,201,421500,4,1810,401,506,903,482014215004,1354584.589328,4686.387426,22.154696,27.955801,49.889503
877,48,201,421600,1,1778,561,1778,1560,218,215,65,136,1,11,0,2,3,1134,972,162,159,54,94,1,9,0,1,3,561,480,81,482014216001,877,15000US482014216001,150,48,201,421600,1,1635,320,1315,0,482014216001,4675829.832842,9882.515763,19.571865,80.428135,0
878,48,201,421600,2,2158,653,2158,2030,128,119,40,36,0,38,0,5,9,1352,1253,99,94,36,28,0,26,0,4,5,653,574,79,482014216002,878,15000US482014216002,150,48,201,421600,2,1332,23,1309,0,482014216002,4235324.323501,8564.271307,1.726727,98.273273,0
879,48,201,421600,3,1453,628,1453,626,827,815,437,36,1,341,0,0,12,1047,425,622,616,343,30,1,242,0,0,6,628,569,59,482014216003,879,15000US482014216003,150,48,201,421600,3,1014,437,362,215,482014216003,4858851.234821,9725.003782,43.096647,35.700197,21.203156
880,48,201,421600,4,1625,513,1625,1488,137,135,34,78,3,7,0,13,2,1029,944,85,84,26,43,1,7,0,7,1,513,399,114,482014216004,880,15000US482014216004,150,48,201,421600,4,1900,454,1400,46,482014216004,1908209.677773,7222.522966,23.894737,73.684211,2.421053
