OBJECTID_1,OBJECTID,STATE,COUNTY,TRACT,BLKGRP,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPo,SUM_NonHis,SUM_NHOneR,SUM_NH_Whi,SUM_NH_Bla,SUM_NH_AmI,SUM_NH_Asi,SUM_NH_Haw,SUM_NH_Oth,SUM_NH_2or,SUM_VAP_To,SUM_VAP_Hi,SUM_VAP_No,SUM_VAP_NH,SUM_VAP__1,SUM_VAP__2,SUM_VAP__3,SUM_VAP__4,SUM_VAP_Ha,SUM_VAP__5,SUM_VAP__6,SUM_TotHou,SUM_OccHU,SUM_Vacant,BG_ID,GEOID,BG_ID_1,Median_HHI
919,919,48,201,422600,1,1313,556,1313,444,869,846,686,79,3,72,0,6,23,1026,308,718,701,575,62,3,59,0,2,17,556,525,31,482014226001,15000US482014226001,482014226001,47083
920,920,48,201,422600,2,890,403,890,335,555,545,504,32,1,5,0,3,10,686,222,464,460,432,20,1,5,0,2,4,403,371,32,482014226002,15000US482014226002,482014226002,68239
921,921,48,201,422600,3,2371,1006,2371,890,1481,1453,944,449,2,55,1,2,28,1806,574,1232,1215,829,334,2,49,1,0,17,1006,825,181,482014226003,15000US482014226003,482014226003,36549
922,922,48,201,422600,4,1806,684,1806,1370,436,428,260,134,0,27,0,7,8,1233,878,355,352,222,104,0,23,0,3,3,684,606,78,482014226004,15000US482014226004,482014226004,24087
923,923,48,201,422701,1,1838,672,1838,1218,620,604,166,404,0,23,0,11,16,1214,779,435,431,142,264,0,16,0,9,4,672,617,55,482014227011,15000US482014227011,482014227011,30956
924,924,48,201,422701,2,1250,397,1250,891,359,351,249,21,3,76,0,2,8,920,606,314,306,224,16,3,63,0,0,8,397,384,13,482014227012,15000US482014227012,482014227012,45167
925,925,48,201,422701,3,1995,608,1995,1423,572,562,443,58,3,56,0,2,10,1435,950,485,479,381,43,1,52,0,2,6,608,579,29,482014227013,15000US482014227013,482014227013,36842
926,926,48,201,422702,1,1816,611,1816,1141,675,646,453,89,3,98,0,3,29,1344,780,564,545,399,59,0,84,0,3,19,611,574,37,482014227021,15000US482014227021,482014227021,44871
927,927,48,201,422702,2,1531,505,1531,907,624,606,433,78,8,81,1,5,18,1186,657,529,517,386,52,7,68,1,3,12,505,482,23,482014227022,15000US482014227022,482014227022,44375
928,928,48,201,422800,1,1245,238,1245,172,1073,1052,800,178,2,67,2,3,21,1223,170,1053,1035,792,177,2,59,2,3,18,238,198,40,482014228001,15000US482014228001,482014228001,70234
929,929,48,201,422800,2,539,208,539,308,231,226,99,87,3,35,0,2,5,410,225,185,183,86,61,2,34,0,0,2,208,180,28,482014228002,15000US482014228002,482014228002,26786
930,930,48,201,422800,3,1837,722,1837,887,950,924,474,309,4,137,0,0,26,1410,599,811,800,426,250,3,121,0,0,11,722,667,55,482014228003,15000US482014228003,482014228003,45833
931,931,48,201,422800,4,1295,549,1295,1143,152,147,24,107,3,10,0,3,5,783,671,112,110,16,80,1,10,0,3,2,549,331,218,482014228004,15000US482014228004,482014228004,30350
932,932,48,201,422900,1,2707,1202,2707,1565,1142,1106,231,801,13,60,0,1,36,1904,1024,880,851,222,567,8,53,0,1,29,1202,1044,158,482014229001,15000US482014229001,482014229001,25179
933,933,48,201,422900,2,2320,838,2320,1426,894,869,353,403,2,106,0,5,25,1646,934,712,694,305,296,2,89,0,2,18,838,783,55,482014229002,15000US482014229002,482014229002,33487
934,934,48,201,423000,1,2013,1127,2013,1162,851,833,151,648,1,18,1,14,18,1402,726,676,664,133,507,1,15,1,7,12,1127,739,388,482014230001,15000US482014230001,482014230001,23525
935,935,48,201,423000,2,929,567,929,545,384,373,43,321,0,9,0,0,11,684,372,312,304,38,257,0,9,0,0,8,567,434,133,482014230002,15000US482014230002,482014230002,28209
936,936,48,201,423000,3,1753,661,1753,1262,491,482,349,73,4,44,0,12,9,1259,834,425,420,313,55,4,42,0,6,5,661,609,52,482014230003,15000US482014230003,482014230003,41212
937,937,48,201,423100,1,773,388,773,242,531,525,29,489,0,5,1,1,6,522,169,353,351,27,320,0,3,1,0,2,388,316,72,482014231001,15000US482014231001,482014231001,25590
938,938,48,201,423100,2,2388,751,2388,1937,451,445,26,400,1,14,0,4,6,1515,1215,300,298,21,266,0,8,0,3,2,751,697,54,482014231002,15000US482014231002,482014231002,25290
939,939,48,201,423201,1,1618,533,1618,702,916,890,376,429,1,81,0,3,26,1210,466,744,723,331,314,1,75,0,2,21,533,516,17,482014232011,15000US482014232011,482014232011,83594
940,940,48,201,423201,2,1615,538,1615,604,1011,996,352,541,0,96,1,6,15,1160,394,766,757,308,370,0,77,1,1,9,538,507,31,482014232012,15000US482014232012,482014232012,45673
941,941,48,201,423202,1,2742,1138,2742,1466,1276,1255,161,1067,7,20,0,0,21,1860,960,900,891,120,747,6,18,0,0,9,1138,989,149,482014232021,15000US482014232021,482014232021,24615
942,942,48,201,423202,2,2554,1228,2554,888,1666,1624,250,1172,1,197,0,4,42,1858,603,1255,1228,225,840,1,161,0,1,27,1228,1006,222,482014232022,15000US482014232022,482014232022,44625
943,943,48,201,423202,3,1693,742,1693,934,759,748,59,670,1,16,0,2,11,1115,619,496,488,44,429,1,14,0,0,8,742,591,151,482014232023,15000US482014232023,482014232023,22039
944,944,48,201,423301,1,1255,532,1255,383,872,860,551,249,5,47,1,7,12,976,262,714,705,468,188,5,41,1,2,9,532,510,22,482014233011,15000US482014233011,482014233011,65962
945,945,48,201,423301,2,1230,740,1230,210,1020,1009,625,294,3,87,0,0,11,986,142,844,839,552,216,1,70,0,0,5,740,512,228,482014233012,15000US482014233012,482014233012,59018
946,946,48,201,423301,3,1216,780,1216,479,737,726,145,516,0,53,1,11,11,873,302,571,563,131,381,0,47,1,3,8,780,539,241,482014233013,15000US482014233013,482014233013,25102
947,947,48,201,423302,1,1283,508,1283,192,1091,1080,420,576,1,75,0,8,11,1002,139,863,854,361,429,1,58,0,5,9,508,475,33,482014233021,15000US482014233021,482014233021,84375
948,948,48,201,423302,2,1681,994,1681,267,1414,1395,285,1074,2,30,0,4,19,1371,170,1201,1188,260,895,2,27,0,4,13,994,922,72,482014233022,15000US482014233022,482014233022,22801
949,949,48,201,423302,3,2159,902,2159,222,1937,1895,311,1399,5,173,0,7,42,1577,161,1416,1387,241,977,3,160,0,6,29,902,843,59,482014233023,15000US482014233023,482014233023,30429
950,950,48,201,423401,1,2012,793,2012,394,1618,1600,101,1415,0,83,0,1,18,1474,257,1217,1207,87,1040,0,79,0,1,10,793,728,65,482014234011,15000US482014234011,482014234011,62679
951,951,48,201,423401,2,1762,683,1762,341,1421,1402,428,907,4,46,9,8,19,1190,201,989,976,271,660,2,39,2,2,13,683,647,36,482014234012,15000US482014234012,482014234012,36000
952,952,48,201,423401,3,1379,436,1379,170,1209,1186,344,688,1,149,0,4,23,1016,115,901,887,240,517,1,126,0,3,14,436,424,12,482014234013,15000US482014234013,482014234013,84607
953,953,48,201,423402,1,2836,821,2836,644,2192,2172,75,1313,2,781,0,1,20,1990,432,1558,1548,70,863,2,613,0,0,10,821,804,17,482014234021,15000US482014234021,482014234021,66382
954,954,48,201,423402,2,1371,538,1371,248,1123,1101,82,965,0,52,0,2,22,1007,154,853,840,80,711,0,49,0,0,13,538,518,20,482014234022,15000US482014234022,482014234022,52357
955,955,48,201,423500,1,1927,722,1927,404,1523,1495,615,581,1,286,0,12,28,1498,268,1230,1209,532,440,1,232,0,4,21,722,698,24,482014235001,15000US482014235001,482014235001,73125
956,956,48,201,423600,1,1226,427,1226,460,766,759,48,630,4,70,0,7,7,822,291,531,526,46,421,3,52,0,4,5,427,398,29,482014236001,15000US482014236001,482014236001,46406
957,957,48,201,423600,2,615,223,615,158,457,452,43,332,1,75,0,1,5,469,109,360,356,39,252,1,63,0,1,4,223,215,8,482014236002,15000US482014236002,482014236002,50871
958,958,48,201,423600,4,700,217,700,213,487,484,59,401,2,22,0,0,3,496,141,355,353,47,286,2,18,0,0,2,217,198,19,482014236004,15000US482014236004,482014236004,58545
959,959,48,201,430100,1,791,568,791,88,703,696,626,34,0,36,0,0,7,713,71,642,635,574,27,0,34,0,0,7,568,491,77,482014301001,15000US482014301001,482014301001,53984
960,960,48,201,430100,2,1695,804,1695,155,1540,1496,1319,44,0,132,0,1,44,1365,123,1242,1213,1084,29,0,99,0,1,29,804,696,108,482014301002,15000US482014301002,482014301002,118384
961,961,48,201,430100,3,1483,933,1483,416,1067,1041,786,100,1,150,0,4,26,1229,320,909,896,684,82,1,125,0,4,13,933,822,111,482014301003,15000US482014301003,482014301003,53583
962,962,48,201,430100,4,688,385,688,174,514,507,408,27,2,68,0,2,7,537,136,401,397,319,27,1,48,0,2,4,385,334,51,482014301004,15000US482014301004,482014301004,53536
963,963,48,201,430100,5,1092,774,1092,104,988,975,891,15,0,63,1,5,13,972,72,900,892,825,14,0,48,1,4,8,774,607,167,482014301005,15000US482014301005,482014301005,52907
964,964,48,201,430200,1,1380,796,1380,256,1124,1107,940,31,4,126,0,6,17,1109,187,922,907,781,25,4,94,0,3,15,796,706,90,482014302001,15000US482014302001,482014302001,57169
965,965,48,201,430700,1,896,345,896,93,803,789,529,16,3,238,0,3,14,640,66,574,566,396,8,2,159,0,1,8,345,327,18,482014307001,15000US482014307001,482014307001,98462
966,966,48,201,430700,2,1338,959,1338,183,1155,1139,808,38,5,282,0,6,16,1139,142,997,985,746,30,5,200,0,4,12,959,856,103,482014307002,15000US482014307002,482014307002,35714
967,967,48,201,430700,3,1050,369,1050,34,1016,1014,943,1,1,67,0,2,2,719,19,700,698,653,1,1,43,0,0,2,369,359,10,482014307003,15000US482014307003,482014307003,153906
968,968,48,201,430800,1,2900,1490,2900,188,2712,2668,2209,45,8,400,5,1,44,2097,122,1975,1941,1600,36,8,292,5,0,34,1490,1138,352,482014308001,15000US482014308001,482014308001,140577
969,969,48,201,430800,2,1448,594,1448,80,1368,1354,1131,3,0,211,5,4,14,1023,52,971,966,823,2,0,134,3,4,5,594,568,26,482014308002,15000US482014308002,482014308002,111477
970,970,48,201,430900,1,1864,1017,1864,120,1744,1734,1640,4,1,87,0,2,10,1560,94,1466,1458,1382,4,1,69,0,2,8,1017,957,60,482014309001,15000US482014309001,482014309001,108333
971,971,48,201,430900,2,730,287,730,40,690,686,627,5,4,48,0,2,4,532,29,503,499,461,2,2,32,0,2,4,287,270,17,482014309002,15000US482014309002,482014309002,243750
972,972,48,201,430900,3,1433,664,1433,116,1317,1290,1059,10,0,217,1,3,27,1144,78,1066,1048,891,6,0,148,1,2,18,664,637,27,482014309003,15000US482014309003,482014309003,114750
973,973,48,201,430900,4,1743,799,1743,185,1558,1507,937,27,5,532,0,6,51,1296,142,1154,1114,736,20,3,354,0,1,40,799,742,57,482014309004,15000US482014309004,482014309004,63672
974,974,48,201,431000,1,1712,959,1712,275,1437,1408,1145,90,6,166,0,1,29,1495,207,1288,1267,1050,74,6,137,0,0,21,959,910,49,482014310001,15000US482014310001,482014310001,79077
975,975,48,201,431000,2,964,405,964,59,905,898,838,9,1,45,2,3,7,744,41,703,696,652,7,1,34,2,0,7,405,390,15,482014310002,15000US482014310002,482014310002,171563
976,976,48,201,431000,3,1390,769,1390,139,1251,1239,1058,61,0,117,0,3,12,1160,112,1048,1043,899,46,0,95,0,3,5,769,646,123,482014310003,15000US482014310003,482014310003,116125
977,977,48,201,431000,4,1173,521,1173,63,1110,1095,1024,16,2,52,0,1,15,940,51,889,881,828,9,2,41,0,1,8,521,507,14,482014310004,15000US482014310004,482014310004,123984
978,978,48,201,431101,1,680,412,680,31,649,642,601,6,0,32,0,3,7,658,30,628,621,583,6,0,31,0,1,7,412,391,21,482014311011,15000US482014311011,482014311011,106932
979,979,48,201,431101,2,1643,1136,1643,523,1120,1069,407,519,0,129,0,14,51,1421,412,1009,967,380,463,0,110,0,14,42,1136,954,182,482014311012,15000US482014311012,482014311012,40313
980,980,48,201,431101,3,980,726,980,166,814,778,655,56,2,63,1,1,36,898,148,750,724,616,50,2,54,1,1,26,726,632,94,482014311013,15000US482014311013,482014311013,68603
981,981,48,201,431102,1,1899,1195,1899,413,1486,1444,787,513,7,127,0,10,42,1614,313,1301,1268,721,412,7,119,0,9,33,1195,1032,163,482014311021,15000US482014311021,482014311021,44006
982,982,48,201,431102,2,1437,1067,1437,191,1246,1224,876,119,2,215,0,12,22,1335,172,1163,1144,823,114,2,199,0,6,19,1067,968,99,482014311022,15000US482014311022,482014311022,67263
983,983,48,201,431201,1,1468,946,1468,216,1252,1223,809,179,2,232,0,1,29,1339,184,1155,1133,778,151,1,202,0,1,22,946,860,86,482014312011,15000US482014312011,482014312011,71979
984,984,48,201,431201,2,2590,1533,2590,821,1769,1684,942,450,3,276,0,13,85,2202,628,1574,1509,851,395,0,250,0,13,65,1533,1403,130,482014312012,15000US482014312012,482014312012,40330
985,985,48,201,431202,1,1773,1054,1773,467,1306,1260,778,313,4,157,0,8,46,1473,367,1106,1078,682,252,4,135,0,5,28,1054,918,136,482014312021,15000US482014312021,482014312021,55069
986,986,48,201,431202,2,528,283,528,55,473,469,440,14,0,13,0,2,4,419,47,372,370,343,12,0,13,0,2,2,283,263,20,482014312022,15000US482014312022,482014312022,99653
987,987,48,201,431202,3,618,311,618,45,573,568,541,2,2,22,1,0,5,532,31,501,499,476,2,2,18,1,0,2,311,297,14,482014312023,15000US482014312023,482014312023,73850
988,988,48,201,431202,4,1673,1157,1673,317,1356,1325,639,205,6,474,0,1,31,1477,279,1198,1172,590,190,5,386,0,1,26,1157,1005,152,482014312024,15000US482014312024,482014312024,58099
989,989,48,201,431301,1,1580,1018,1580,420,1160,1121,757,213,5,144,0,2,39,1366,335,1031,1003,693,180,5,123,0,2,28,1018,900,118,482014313011,15000US482014313011,482014313011,39780
990,990,48,201,431301,2,1190,821,1190,354,836,809,541,155,3,102,0,8,27,1036,296,740,720,506,123,3,80,0,8,20,821,753,68,482014313012,15000US482014313012,482014313012,39453
991,991,48,201,431301,3,1746,1059,1746,520,1226,1190,840,205,7,131,1,6,36,1509,418,1091,1063,777,166,4,110,0,6,28,1059,977,82,482014313013,15000US482014313013,482014313013,45152
992,992,48,201,431302,1,1446,970,1446,201,1245,1206,993,77,0,133,0,3,39,1255,155,1100,1073,891,64,0,116,0,2,27,970,816,154,482014313021,15000US482014313021,482014313021,72770
993,993,48,201,431302,2,1512,622,1512,150,1362,1355,1302,20,1,23,0,9,7,1039,100,939,934,888,17,1,20,0,8,5,622,593,29,482014313022,15000US482014313022,482014313022,130500
994,994,48,201,431302,3,971,412,971,61,910,899,840,18,0,41,0,0,11,698,41,657,648,612,12,0,24,0,0,9,412,384,28,482014313023,15000US482014313023,482014313023,141838
995,995,48,201,431401,1,1281,982,1281,271,1010,980,784,70,1,118,3,4,30,1147,218,929,901,731,62,1,104,3,0,28,982,833,149,482014314011,15000US482014314011,482014314011,59345
996,996,48,201,431401,2,1058,771,1058,268,790,769,578,82,2,102,1,4,21,933,222,711,695,537,66,2,85,1,4,16,771,671,100,482014314012,15000US482014314012,482014314012,52336
997,997,48,201,431402,1,1870,1435,1870,246,1624,1577,1229,105,2,231,0,10,47,1738,223,1515,1474,1174,91,2,200,0,7,41,1435,1276,159,482014314021,15000US482014314021,482014314021,69271
998,998,48,201,431402,2,1339,921,1339,199,1140,1114,864,75,0,168,0,7,26,1219,170,1049,1026,817,66,0,137,0,6,23,921,799,122,482014314022,15000US482014314022,482014314022,72278
999,999,48,201,431501,1,894,732,894,103,791,781,712,19,1,49,0,0,10,830,90,740,731,670,16,1,44,0,0,9,732,619,113,482014315011,15000US482014315011,482014315011,75963
1000,1000,48,201,431501,2,1515,1153,1515,168,1347,1323,1191,23,4,101,2,2,24,1387,152,1235,1217,1099,22,3,89,2,2,18,1153,1021,132,482014315012,15000US482014315012,482014315012,81585
1001,1001,48,201,431501,3,1302,898,1302,153,1149,1116,892,44,1,173,0,6,33,1164,128,1036,1014,828,39,1,142,0,4,22,898,823,75,482014315013,15000US482014315013,482014315013,78924
1002,1002,48,201,431502,1,1138,837,1138,161,977,954,795,31,1,126,0,1,23,1056,137,919,901,761,28,1,110,0,1,18,837,747,90,482014315021,15000US482014315021,482014315021,84688
1003,1003,48,201,431502,2,1036,644,1036,71,965,951,862,12,1,73,0,3,14,942,60,882,874,801,8,1,63,0,1,8,644,601,43,482014315022,15000US482014315022,482014315022,74776
1004,1004,48,201,431502,3,1297,472,1297,78,1219,1214,1161,4,0,49,0,0,5,869,42,827,824,791,2,0,31,0,0,3,472,448,24,482014315023,15000US482014315023,482014315023,172404
1005,1005,48,201,431600,1,1050,458,1050,66,984,983,951,9,1,22,0,0,1,874,44,830,829,804,6,1,18,0,0,1,458,438,20,482014316001,15000US482014316001,482014316001,208000
1006,1006,48,201,431600,2,959,583,959,52,907,904,874,10,2,14,0,4,3,814,48,766,764,736,10,2,14,0,2,2,583,504,79,482014316002,15000US482014316002,482014316002,133875
1007,1007,48,201,431600,3,1343,703,1343,106,1237,1216,1156,22,9,25,0,4,21,1156,88,1068,1054,1006,21,5,19,0,3,14,703,639,64,482014316003,15000US482014316003,482014316003,105156
1008,1008,48,201,431700,1,1597,838,1597,148,1449,1419,1321,31,0,67,0,0,30,1315,105,1210,1189,1112,24,0,53,0,0,21,838,718,120,482014317001,15000US482014317001,482014317001,207708
1009,1009,48,201,431700,2,1734,1189,1734,166,1568,1542,1396,58,0,87,0,1,26,1594,135,1459,1439,1313,50,0,75,0,1,20,1189,991,198,482014317002,15000US482014317002,482014317002,122669
1010,1010,48,201,431700,3,1260,601,1260,58,1202,1183,1128,1,1,53,0,0,19,1027,42,985,977,933,1,1,42,0,0,8,601,532,69,482014317003,15000US482014317003,482014317003,185125
1011,1011,48,201,431801,1,725,408,725,40,685,676,626,7,0,42,0,1,9,646,33,613,608,569,7,0,31,0,1,5,408,376,32,482014318011,15000US482014318011,482014318011,118235
1012,1012,48,201,431801,2,1073,652,1073,113,960,945,440,34,3,460,0,8,15,882,96,786,772,352,32,0,380,0,8,14,652,536,116,482014318012,15000US482014318012,482014318012,59500
1013,1013,48,201,431801,3,1169,744,1169,161,1008,986,833,35,2,114,0,2,22,1010,137,873,859,726,32,1,99,0,1,14,744,679,65,482014318013,15000US482014318013,482014318013,72159
1014,1014,48,201,431802,1,1303,1088,1303,160,1143,1128,900,77,2,145,0,4,15,1244,145,1099,1087,866,73,2,142,0,4,12,1088,912,176,482014318021,15000US482014318021,482014318021,64896
1015,1015,48,201,431802,2,2392,1969,2392,470,1922,1863,1346,160,8,336,1,12,59,2131,401,1730,1684,1218,138,7,312,1,8,46,1969,1473,496,482014318022,15000US482014318022,482014318022,81413
1016,1016,48,201,431900,1,738,667,738,83,655,643,563,30,0,48,2,0,12,707,76,631,621,545,28,0,46,2,0,10,667,505,162,482014319001,15000US482014319001,482014319001,88229
1017,1017,48,201,431900,2,3048,2309,3048,551,2497,2446,1673,270,2,492,0,9,51,2850,506,2344,2306,1601,247,2,447,0,9,38,2309,1974,335,482014319002,15000US482014319002,482014319002,74973
1018,1018,48,201,432001,1,1655,1201,1655,588,1067,1042,566,343,0,124,2,7,25,1453,477,976,954,521,318,0,107,2,6,22,1201,993,208,482014320011,15000US482014320011,482014320011,40089
1019,1019,48,201,432001,2,1809,891,1809,317,1492,1449,1005,86,0,344,0,14,43,1450,232,1218,1193,858,62,0,264,0,9,25,891,787,104,482014320012,15000US482014320012,482014320012,118523
1020,1020,48,201,432002,1,1262,681,1262,792,470,457,150,269,0,38,0,0,13,1011,617,394,382,111,234,0,37,0,0,12,681,541,140,482014320021,15000US482014320021,482014320021,26800
1021,1021,48,201,432002,2,1532,987,1532,935,597,564,241,258,7,48,1,9,33,1330,780,550,519,222,237,5,46,1,8,31,987,795,192,482014320022,15000US482014320022,482014320022,22419
1022,1022,48,201,432002,3,1940,1116,1940,842,1098,1039,603,281,3,149,0,3,59,1611,628,983,936,551,253,2,128,0,2,47,1116,1007,109,482014320023,15000US482014320023,482014320023,37386
1023,1023,48,201,432100,1,2167,1291,2167,852,1315,1270,513,532,6,208,0,11,45,1820,671,1149,1118,463,461,5,182,0,7,31,1291,1145,146,482014321001,15000US482014321001,482014321001,40126
1024,1024,48,201,432100,2,2221,909,2221,1064,1157,1100,417,363,7,304,2,7,57,1756,796,960,914,349,304,3,252,2,4,46,909,867,42,482014321002,15000US482014321002,482014321002,40625
1025,1025,48,201,432100,3,666,287,666,47,619,602,557,7,3,35,0,0,17,522,37,485,474,435,6,1,32,0,0,11,287,274,13,482014321003,15000US482014321003,482014321003,226250
1026,1026,48,201,432200,1,986,467,986,200,786,762,655,41,2,64,0,0,24,816,154,662,648,561,30,2,55,0,0,14,467,442,25,482014322001,15000US482014322001,482014322001,72639
1027,1027,48,201,432200,2,669,360,669,127,542,536,409,74,0,53,0,0,6,570,100,470,466,358,62,0,46,0,0,4,360,330,30,482014322002,15000US482014322002,482014322002,60000
1028,1028,48,201,432200,3,2388,1278,2388,1074,1314,1274,506,573,2,190,0,3,40,1958,829,1129,1096,455,464,2,172,0,3,33,1278,1166,112,482014322003,15000US482014322003,482014322003,33355
1029,1029,48,201,432300,1,1865,1014,1865,685,1180,1151,324,702,5,114,0,6,29,1445,503,942,926,292,525,4,99,0,6,16,1014,911,103,482014323001,15000US482014323001,482014323001,42087
1030,1030,48,201,432300,2,1089,626,1089,446,643,620,176,345,4,90,2,3,23,893,332,561,540,173,284,2,78,2,1,21,626,594,32,482014323002,15000US482014323002,482014323002,25424
1031,1031,48,201,432300,3,2174,1102,2174,904,1270,1227,192,937,15,77,0,6,43,1615,631,984,964,171,712,15,63,0,3,20,1102,977,125,482014323003,15000US482014323003,482014323003,42188
1032,1032,48,201,432300,4,1393,910,1393,377,1016,993,309,429,6,240,3,6,23,1134,273,861,845,285,347,3,203,3,4,16,910,715,195,482014323004,15000US482014323004,482014323004,77850
1033,1033,48,201,432400,1,1408,914,1408,473,935,909,298,404,4,197,0,6,26,1153,362,791,772,272,322,1,174,0,3,19,914,766,148,482014324001,15000US482014324001,482014324001,42946
1034,1034,48,201,432400,2,2124,1208,2124,874,1250,1204,205,885,1,103,0,10,46,1630,617,1013,976,181,695,1,93,0,6,37,1208,1049,159,482014324002,15000US482014324002,482014324002,37303
1035,1035,48,201,432400,3,2016,1111,2016,777,1239,1192,437,632,2,112,0,9,47,1572,559,1013,982,373,500,1,99,0,9,31,1111,995,116,482014324003,15000US482014324003,482014324003,38537
1036,1036,48,201,432500,1,1803,938,1803,1068,735,725,217,461,2,41,0,4,10,1332,732,600,593,195,359,1,36,0,2,7,938,757,181,482014325001,15000US482014325001,482014325001,33161
1037,1037,48,201,432500,2,1953,893,1953,1135,818,796,289,400,2,99,0,6,22,1430,770,660,646,257,305,1,80,0,3,14,893,789,104,482014325002,15000US482014325002,482014325002,40694
1038,1038,48,201,432500,3,1773,816,1773,701,1072,1034,549,366,0,107,0,12,38,1311,478,833,811,443,274,0,86,0,8,22,816,730,86,482014325003,15000US482014325003,482014325003,31679
1039,1039,48,201,432600,1,702,292,702,76,626,622,572,10,4,35,1,0,4,552,52,500,497,457,8,4,27,1,0,3,292,280,12,482014326001,15000US482014326001,482014326001,138242
1040,1040,48,201,432600,2,1186,610,1186,467,719,699,271,379,0,41,2,6,20,883,318,565,551,230,284,0,33,2,2,14,610,525,85,482014326002,15000US482014326002,482014326002,38438
1041,1041,48,201,432701,1,2490,844,2490,2381,109,105,47,43,6,9,0,0,4,1838,1753,85,82,32,37,5,8,0,0,3,844,666,178,482014327011,15000US482014327011,482014327011,18616
1042,1042,48,201,432701,2,2851,1032,2851,2594,257,254,89,142,1,21,0,1,3,2173,1985,188,188,66,103,0,18,0,1,0,1032,814,218,482014327012,15000US482014327012,482014327012,21229
1043,1043,48,201,432701,3,1380,713,1380,937,443,435,247,134,11,36,1,6,8,1013,635,378,371,205,119,9,34,1,3,7,713,537,176,482014327013,15000US482014327013,482014327013,31462
1044,1044,48,201,432702,1,1493,876,1493,315,1178,1150,954,99,3,88,0,6,28,1294,266,1028,1005,831,94,3,73,0,4,23,876,810,66,482014327021,15000US482014327021,482014327021,48698
1045,1045,48,201,432702,2,1891,661,1891,1478,413,406,231,92,0,77,1,5,7,1364,1002,362,357,204,78,0,71,1,3,5,661,635,26,482014327022,15000US482014327022,482014327022,24013
1046,1046,48,201,432801,1,1581,917,1581,591,990,963,284,500,4,170,1,4,27,1188,401,787,766,240,371,0,151,1,3,21,917,713,204,482014328011,15000US482014328011,482014328011,27279
1047,1047,48,201,432801,2,1800,855,1800,1025,775,764,169,499,5,84,0,7,11,1294,699,595,586,136,370,5,69,0,6,9,855,703,152,482014328012,15000US482014328012,482014328012,25169
1048,1048,48,201,432801,3,1386,550,1386,812,574,553,136,256,3,148,0,10,21,955,536,419,407,102,171,3,123,0,8,12,550,461,89,482014328013,15000US482014328013,482014328013,22872
1049,1049,48,201,432802,1,1574,656,1574,1307,267,261,60,181,3,17,0,0,6,1098,913,185,182,46,118,3,15,0,0,3,656,476,180,482014328021,15000US482014328021,482014328021,31639
1050,1050,48,201,432802,2,2344,1287,2344,1353,991,965,325,322,1,315,0,2,26,1770,888,882,863,314,254,1,293,0,1,19,1287,1045,242,482014328022,15000US482014328022,482014328022,21065
1051,1051,48,201,432802,3,1495,709,1495,1016,479,465,164,202,0,98,0,1,14,1125,708,417,405,154,162,0,88,0,1,12,709,572,137,482014328023,15000US482014328023,482014328023,31961
1052,1052,48,201,432802,4,203,143,203,74,129,122,31,52,1,30,1,7,7,168,56,112,107,30,45,1,27,1,3,5,143,100,43,482014328024,15000US482014328024,482014328024,101250
1053,1053,48,201,432901,1,2638,910,2638,2136,502,493,108,325,2,41,0,17,9,1770,1399,371,364,82,236,2,36,0,8,7,910,817,93,482014329011,15000US482014329011,482014329011,35500
1054,1054,48,201,432901,2,846,304,846,460,386,377,228,45,0,102,0,2,9,651,313,338,332,205,32,0,93,0,2,6,304,292,12,482014329012,15000US482014329012,482014329012,31190
1055,1055,48,201,432902,1,1333,944,1333,901,432,419,226,76,0,109,8,0,13,1016,666,350,342,187,55,0,93,7,0,8,944,457,487,482014329021,15000US482014329021,482014329021,29000
1056,1056,48,201,432902,2,1999,967,1999,1379,620,607,90,381,4,131,0,1,13,1378,912,466,459,78,274,2,105,0,0,7,967,648,319,482014329022,15000US482014329022,482014329022,27527
1057,1057,48,201,432902,3,1144,607,1144,193,951,938,282,163,1,488,4,0,13,951,135,816,805,250,125,1,426,3,0,11,607,544,63,482014329023,15000US482014329023,482014329023,40625
1058,1058,48,201,433001,1,1061,429,1061,346,715,694,53,145,0,491,5,0,21,787,230,557,541,45,126,0,368,2,0,16,429,398,31,482014330011,15000US482014330011,482014330011,13920
1059,1059,48,201,433001,2,1913,593,1913,1676,237,233,65,93,2,61,10,2,4,1352,1130,222,218,61,89,2,55,10,1,4,593,535,58,482014330012,15000US482014330012,482014330012,24364
1060,1060,48,201,433001,3,2384,991,2384,1248,1136,1087,65,99,4,911,3,5,49,1599,872,727,688,54,72,1,555,3,3,39,991,729,262,482014330013,15000US482014330013,482014330013,26927
1061,1061,48,201,433002,1,1507,595,1507,742,765,759,20,55,5,679,0,0,6,1113,493,620,615,18,29,5,563,0,0,5,595,477,118,482014330021,15000US482014330021,482014330021,24143
1062,1062,48,201,433002,2,3352,1378,3352,2753,599,591,93,450,3,37,2,6,8,2442,1999,443,436,66,332,1,32,2,3,7,1378,1146,232,482014330022,15000US482014330022,482014330022,26094
1063,1063,48,201,433003,1,1908,880,1908,235,1673,1638,40,481,1,1115,0,1,35,1422,136,1286,1266,28,255,1,981,0,1,20,880,787,93,482014330031,15000US482014330031,482014330031,13393
