OBJECTID,STATE,COUNTY,TRACT,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPop,SUM_NonHispPop,SUM_NHOneRace,SUM_NH_White,SUM_NH_Black,SUM_NH_AmInd,SUM_NH_Asian,SUM_NH_HawPacI,SUM_NH_Other,SUM_NH_2orMore,SUM_VAP_TotPop,SUM_VAP_HispPo,SUM_VAP_NonHis,SUM_VAP_NHOneR,SUM_VAP_NH_Whi,SUM_VAP_NH_Bla,SUM_VAP_NH_AmI,SUM_VAP_NH_Asi,SUM_VAP_HawPac,SUM_VAP_NH_Oth,SUM_VAP_NH_2or,SUM_TotHousing,SUM_OccHU,SUM_VacantHU,Shapearea,Shapelen
239,48,201,221200,5994,1699,5994,5184,810,796,690,91,6,5,2,2,14,4047,3347,700,690,608,69,6,5,1,1,10,1699,1579,120,26911341.998476,21611.719521
240,48,201,221300,8593,2443,8593,7718,875,851,700,109,7,24,3,8,24,5731,4980,751,737,621,84,4,23,3,2,14,2443,2254,189,36933909.360454,25041.789205
241,48,201,221400,6137,1988,6137,5470,667,648,468,161,4,9,0,6,19,4054,3490,564,557,424,117,4,9,0,3,7,1988,1734,254,21730201.916564,19338.655623
242,48,201,221500,8259,2574,8259,6340,1919,1891,583,1257,3,33,1,14,28,5503,4089,1414,1394,513,837,3,32,1,8,20,2574,2377,197,24330986.839599,21008.943938
243,48,201,221600,9217,2584,9217,7551,1666,1633,1385,154,2,77,0,15,33,6182,4710,1472,1455,1267,114,2,62,0,10,17,2584,2427,157,62040738.662149,34013.541415
244,48,201,221700,8245,2247,8245,7326,919,903,690,60,8,136,1,8,16,5257,4472,785,777,611,49,8,101,1,7,8,2247,2066,181,57359483.504256,32991.399785
245,48,201,221800,4285,1206,4285,3913,372,371,347,15,1,6,1,1,1,2672,2352,320,319,298,14,1,5,1,0,1,1206,1086,120,33837152.0247,26797.91629
246,48,201,221900,4888,1339,4888,4396,492,488,410,62,7,6,0,3,4,3117,2705,412,409,347,51,4,5,0,2,3,1339,1209,130,28662645.171865,24064.984264
247,48,201,222000,2507,603,2507,2156,351,339,214,117,7,1,0,0,12,1738,1426,312,303,194,103,5,1,0,0,9,603,574,29,12318984.101221,16447.605734
248,48,201,222100,5621,1506,5621,4954,667,650,502,108,10,23,0,7,17,3697,3157,540,533,419,82,9,20,0,3,7,1506,1395,111,24406248.195134,23113.282424
249,48,201,222200,3726,1075,3726,3122,604,578,271,290,3,5,0,9,26,2505,2020,485,472,224,234,3,5,0,6,13,1075,977,98,32139629.124972,24479.527962
250,48,201,222300,4512,1251,4512,3777,735,714,475,182,3,53,0,1,21,2915,2310,605,594,396,150,3,45,0,0,11,1251,1144,107,53764030.338925,37840.922544
251,48,201,222401,3701,1072,3701,3103,598,588,437,34,3,111,0,3,10,2480,1973,507,503,387,27,3,86,0,0,4,1072,967,105,54531820.763604,40944.044265
252,48,201,222402,5906,1632,5906,4828,1078,1043,683,288,8,60,0,4,35,3838,2974,864,853,585,210,6,50,0,2,11,1632,1500,132,44051565.92244,28352.64005
253,48,201,222501,2860,874,2860,2510,350,345,168,156,0,17,3,1,5,1944,1656,288,284,157,112,0,11,3,1,4,874,756,118,9787799.46017,13373.307153
254,48,201,222502,4025,1083,4025,3269,756,733,563,146,1,23,0,0,23,2681,2056,625,609,486,101,1,21,0,0,16,1083,1042,41,36679240.932125,31006.584513
255,48,201,222503,6614,1970,6614,5818,796,779,321,424,4,25,1,4,17,4371,3737,634,621,291,300,3,24,1,2,13,1970,1718,252,18377773.852604,17484.567896
256,48,201,222600,4947,2127,4947,4053,894,881,106,739,5,27,1,3,13,3305,2578,727,719,94,599,2,22,1,1,8,2127,1707,420,28130167.668627,26236.816269
257,48,201,222700,5175,2239,5175,1225,3950,3919,359,3538,1,18,1,2,31,3255,757,2498,2474,330,2127,1,15,1,0,24,2239,2024,215,76027589.574072,58253.438957
258,48,201,222800,3561,970,3561,2930,631,611,483,42,1,66,0,19,20,2248,1726,522,513,418,29,1,56,0,9,9,970,894,76,72467105.562334,35215.024217
259,48,201,222900,7848,2200,7848,6300,1548,1498,709,707,6,73,0,3,50,5353,4094,1259,1220,608,540,5,65,0,2,39,2200,2062,138,62676592.89918,34915.641266
260,48,201,223001,3591,1058,3591,2689,902,885,265,596,4,17,0,3,17,2330,1678,652,640,238,382,4,16,0,0,12,1058,908,150,33792849.165069,26267.180845
261,48,201,223002,3985,1196,3985,3370,615,599,203,358,2,25,0,11,16,2618,2101,517,503,182,295,0,22,0,4,14,1196,1073,123,7968932.479238,11439.22565
262,48,201,223100,2111,626,2111,1569,542,538,375,147,1,12,0,3,4,1386,942,444,440,309,119,1,11,0,0,4,626,572,54,51476962.183445,35270.435897
263,48,201,230100,1705,688,1705,311,1394,1384,19,1363,1,0,0,1,10,1155,182,973,963,18,943,1,0,0,1,10,688,597,91,14563719.726572,15270.026181
264,48,201,230200,5054,2124,5054,638,4416,4374,112,4235,4,10,0,13,42,3774,383,3391,3362,91,3249,3,10,0,9,29,2124,1838,286,83763484.291707,43996.760137
265,48,201,230300,1803,876,1803,418,1385,1369,28,1339,1,0,0,1,16,1326,227,1099,1086,24,1061,0,0,0,1,13,876,678,198,18773139.240475,19986.797345
266,48,201,230400,3719,1524,3719,1772,1947,1929,52,1869,4,2,1,1,18,2659,1099,1560,1546,45,1493,4,2,1,1,14,1524,1251,273,30931232.199294,24451.09845
267,48,201,230500,4174,1245,4174,3312,862,843,145,678,3,10,1,6,19,2871,2166,705,694,125,556,2,10,1,0,11,1245,1131,114,35662692.966438,36840.834594
268,48,201,230600,2572,1022,2572,881,1691,1674,37,1624,5,7,0,1,17,1899,556,1343,1335,33,1289,5,7,0,1,8,1022,860,162,23315500.646274,25757.049625
269,48,201,230700,2651,1145,2651,630,2021,2001,34,1960,2,0,1,4,20,1839,375,1464,1449,32,1413,2,0,1,1,15,1145,913,232,29039437.897571,29374.076897
270,48,201,230800,2805,1012,2805,637,2168,2161,44,2108,1,1,0,7,7,2105,385,1720,1716,38,1670,1,1,0,6,4,1012,910,102,19929526.035895,20866.226448
271,48,201,230900,4231,1717,4231,764,3467,3432,72,3353,6,0,0,1,35,3003,461,2542,2526,66,2454,5,0,0,1,16,1717,1496,221,68439416.007444,33165.472911
272,48,201,231000,4282,1499,4282,1476,2806,2773,130,2621,11,8,0,3,33,3103,913,2190,2168,117,2034,7,7,0,3,22,1499,1335,164,44412854.257281,31264.2511
273,48,201,231100,4729,1445,4729,2759,1970,1953,295,1632,10,6,2,8,17,3209,1735,1474,1467,261,1181,9,6,2,8,7,1445,1290,155,120318973.354999,49840.359369
274,48,201,231200,6698,2228,6698,1788,4910,4881,146,4712,12,8,0,3,29,4300,1056,3244,3234,121,3096,10,5,0,2,10,2228,2036,192,150342756.870037,60808.54348
275,48,201,231300,4254,1628,4254,837,3417,3392,97,3282,5,1,1,6,25,3040,501,2539,2525,91,2425,2,1,1,5,14,1628,1410,218,51787658.807614,33234.524079
276,48,201,231400,2379,958,2379,108,2271,2255,18,2231,2,2,0,2,16,1921,60,1861,1849,15,1829,1,2,0,2,12,958,905,53,36192290.197869,30715.816555
277,48,201,231500,2706,1075,2706,202,2504,2494,20,2466,1,4,0,3,10,2063,124,1939,1931,14,1912,1,2,0,2,8,1075,949,126,12479327.063494,16472.713844
278,48,201,231600,2822,1087,2822,472,2350,2332,43,2276,9,3,0,1,18,2179,289,1890,1880,39,1830,7,3,0,1,10,1087,998,89,17916434.16702,19338.130108
279,48,201,231700,3867,1108,3867,3391,476,469,319,132,3,8,0,7,7,2427,2055,372,368,263,92,2,8,0,3,4,1108,977,131,45730364.807162,32229.859969
280,48,201,231800,2764,889,2764,1578,1186,1178,97,1069,6,6,0,0,8,1963,989,974,967,86,872,4,5,0,0,7,889,835,54,30384018.522716,25156.973466
281,48,201,231900,6292,2218,6292,1705,4587,4555,245,4265,18,21,0,6,32,4667,1018,3649,3625,207,3384,11,19,0,4,24,2218,2083,135,97319955.099693,44030.155713
282,48,201,232000,4050,1300,4050,2211,1839,1825,181,1623,0,16,0,5,14,2834,1304,1530,1522,165,1341,0,13,0,3,8,1300,1199,101,177184783.356618,60514.559611
283,48,201,232100,2869,1097,2869,1702,1167,1149,258,876,7,5,0,3,18,1954,1076,878,869,226,632,7,4,0,0,9,1097,836,261,34818833.081945,28699.189537
284,48,201,232200,9437,3769,9437,3795,5642,5519,3618,1437,28,411,7,18,123,6588,2307,4281,4213,2793,1081,23,300,6,10,68,3769,3387,382,212380261.100741,85476.683309
285,48,201,232301,8913,2809,8913,5395,3518,3472,1252,2148,19,32,3,18,46,5465,3087,2378,2349,983,1314,15,23,3,11,29,2809,2480,329,278646074.600666,94240.10617
286,48,201,232302,9020,2760,9020,4544,4476,4429,773,3554,10,76,0,16,47,5776,2653,3123,3093,627,2392,7,61,0,6,30,2760,2568,192,128805179.079376,51125.032201
287,48,201,232401,7415,2267,7415,3957,3458,3390,1363,1640,11,363,1,12,68,5001,2397,2604,2561,1124,1157,10,263,1,6,43,2267,2116,151,156036315.481134,66383.308781
288,48,201,232402,3714,1283,3714,1851,1863,1830,262,1461,14,87,1,5,33,2560,1192,1368,1346,220,1033,11,79,1,2,22,1283,1147,136,16025204.187626,16217.022556
289,48,201,232403,4165,1456,4165,2421,1744,1703,275,1349,0,69,0,10,41,2823,1536,1287,1265,240,962,0,58,0,5,22,1456,1234,222,23366312.732563,20676.385519
290,48,201,232500,3135,865,3135,2109,1026,1014,407,582,9,11,0,5,12,2300,1464,836,830,373,440,6,8,0,3,6,865,797,68,124157968.410604,57391.890998
291,48,201,232600,3000,913,3000,2308,692,675,432,225,3,3,0,12,17,2137,1553,584,569,380,178,3,3,0,5,15,913,884,29,65877528.446672,36755.418869
292,48,201,232701,7235,2589,7235,4846,2389,2335,304,1971,7,47,0,6,54,4754,3052,1702,1675,251,1369,5,45,0,5,27,2589,2146,443,50243925.85442,32780.701766
293,48,201,232702,5217,2166,5217,3595,1622,1590,570,949,24,38,0,9,32,3639,2406,1233,1211,505,652,16,31,0,7,22,2166,1697,469,48670038.792187,49594.645103
294,48,201,232800,5201,2244,5201,2656,2545,2476,479,1789,10,190,6,2,69,3708,1748,1960,1921,411,1341,2,162,4,1,39,2244,1987,257,22009410.416176,25905.939053
295,48,201,232900,7254,3028,7254,2851,4403,4326,962,3008,18,332,1,5,77,5272,1886,3386,3334,847,2179,13,290,1,4,52,3028,2683,345,35544960.080709,29430.093981
296,48,201,233001,3133,1540,3133,1329,1804,1781,707,1038,6,23,1,6,23,2160,831,1329,1312,614,670,5,17,1,5,17,1540,1087,453,10177045.813942,15486.68124
297,48,201,233002,3932,1248,3932,1497,2435,2393,788,1443,8,149,2,3,42,2887,976,1911,1884,663,1091,6,120,2,2,27,1248,1209,39,18670697.551463,17686.180847
298,48,201,233003,2235,827,2235,939,1296,1275,1022,204,6,42,1,0,21,1665,574,1091,1077,885,150,4,37,1,0,14,827,769,58,10867808.616328,15367.539129
299,48,201,233101,4107,1373,4107,3176,931,916,705,167,2,42,0,0,15,2668,1904,764,754,599,119,2,34,0,0,10,1373,1179,194,18663763.165723,21653.466071
300,48,201,233102,6676,1899,6676,5568,1108,1094,942,108,9,15,0,20,14,4150,3322,828,819,725,62,8,12,0,12,9,1899,1711,188,26331834.727472,22664.399061
301,48,201,233103,5164,1539,5164,4377,787,762,618,117,8,11,0,8,25,3227,2599,628,614,517,77,7,7,0,6,14,1539,1370,169,17560600.31706,17292.019669
302,48,201,233200,6232,1880,6232,4444,1788,1769,1551,183,8,20,2,5,19,4163,2695,1468,1457,1313,116,6,18,2,2,11,1880,1764,116,34218139.072022,27532.48029
303,48,201,233300,4818,1329,4818,4321,497,492,431,35,15,8,0,3,5,3147,2714,433,431,382,31,10,7,0,1,2,1329,1228,101,125627341.97395,70466.677583
304,48,201,233400,2757,1016,2757,2186,571,564,305,244,3,11,0,1,7,1948,1428,520,514,266,234,3,10,0,1,6,1016,929,87,28184150.57813,30877.674034
305,48,201,233500,7796,2341,7796,6670,1126,1105,989,85,11,12,0,8,21,5341,4353,988,976,872,79,8,11,0,6,12,2341,2117,224,30022059.019184,30220.309536
306,48,201,233600,2127,940,2127,526,1601,1592,10,1571,5,5,0,1,9,1564,293,1271,1262,10,1243,3,5,0,1,9,940,776,164,41571136.715887,33430.848651
307,48,201,233701,5245,1651,5245,3939,1306,1291,582,689,5,7,1,7,15,3559,2475,1084,1076,507,553,4,6,1,5,8,1651,1523,128,80783115.766193,55171.275393
308,48,201,233702,3000,881,3000,2705,295,290,264,16,1,3,0,6,5,1958,1707,251,249,229,13,1,3,0,3,2,881,799,82,26845342.702062,27154.338164
309,48,201,233703,2656,753,2656,2228,428,421,394,16,7,0,0,4,7,1724,1356,368,365,348,8,6,0,0,3,3,753,705,48,82134613.23123,38342.738968
310,48,201,240100,3557,1742,3557,2029,1528,1495,298,1156,9,23,2,7,33,2479,1305,1174,1153,268,847,7,23,2,6,21,1742,1428,314,38684353.606064,34156.315326
311,48,201,240400,6394,2135,6394,3223,3171,3107,1181,1680,16,206,13,11,64,4387,2006,2381,2350,1012,1152,11,161,7,7,31,2135,1976,159,226188688.978024,80490.196919
312,48,201,240501,5418,2455,5418,2709,2709,2669,144,2461,10,27,2,25,40,3486,1657,1829,1804,111,1645,8,22,2,16,25,2455,1936,519,35394720.395481,23968.31915
313,48,201,240502,5594,2746,5594,3128,2466,2424,181,2214,4,19,0,6,42,3711,1975,1736,1709,146,1537,3,18,0,5,27,2746,2200,546,6900996.285726,12715.278564
314,48,201,240600,2657,1168,2657,1586,1071,1048,100,924,5,8,4,7,23,1728,994,734,724,69,634,4,8,2,7,10,1168,968,200,26372501.892196,25729.210322
315,48,201,240701,13642,4259,13642,7255,6387,6267,920,4806,22,450,23,46,120,8702,4439,4263,4214,734,3088,13,344,19,16,49,4259,3832,427,79672363.921598,37523.63006
316,48,201,240702,10524,3046,10524,5511,5013,4896,711,3783,12,356,11,23,117,6424,3287,3137,3082,554,2248,6,256,9,9,55,3046,2844,202,110930544.475336,46652.883467
317,48,201,240801,5157,2891,5157,2423,2734,2680,1329,1213,17,77,33,11,54,3788,1594,2194,2160,1181,874,11,63,25,6,34,2891,2120,771,31682185.502497,24625.397212
318,48,201,240802,3912,1407,3912,1534,2378,2332,1113,1138,6,62,8,5,46,2705,945,1760,1733,946,730,4,47,3,3,27,1407,1316,91,132288339.86323,63478.368265
319,48,201,240901,8671,2893,8671,3618,5053,4941,1690,2996,12,194,32,17,112,5821,2230,3591,3539,1394,1959,10,143,27,6,52,2893,2718,175,62765228.816011,35778.397692
320,48,201,240902,11756,4073,11756,4487,7269,7097,2617,3983,23,399,53,22,172,8104,2845,5259,5169,2206,2578,22,318,32,13,90,4073,3779,294,131843501.398374,49334.695801
321,48,201,241000,8317,2919,8317,2594,5723,5572,4042,1234,30,214,37,15,151,5790,1558,4232,4163,3176,783,23,158,18,5,69,2919,2738,181,189329423.89171,85295.270695
322,48,201,241101,4542,1538,4542,1370,3172,3092,2387,594,9,73,14,15,80,3163,851,2312,2278,1822,384,8,56,4,4,34,1538,1449,89,22028372.924036,24191.176804
323,48,201,241102,11643,3820,11643,3873,7770,7560,4538,2697,15,223,53,34,210,7723,2363,5360,5271,3402,1648,10,168,27,16,89,3820,3584,236,70964001.431926,38508.13877
324,48,201,241103,4298,1695,4298,1284,3014,2931,1556,1208,13,111,33,10,83,2877,782,2095,2053,1240,689,10,91,20,3,42,1695,1572,123,30324653.493708,28003.978986
325,48,201,241200,6931,2446,6931,2012,4919,4799,3140,1416,31,169,11,32,120,4776,1263,3513,3458,2449,843,16,124,7,19,55,2446,2265,181,54055778.910301,41728.184405
326,48,201,241300,10947,3924,10947,2587,8360,8211,5103,2329,31,712,10,26,149,7920,1689,6231,6161,4033,1585,23,501,6,13,70,3924,3738,186,185092717.317942,67307.606458
327,48,201,241400,7931,2965,7931,1827,6104,5965,4837,858,28,207,20,15,139,5736,1117,4619,4560,3797,565,18,157,12,11,59,2965,2814,151,119181143.515114,72188.873861
328,48,201,241500,9146,3325,9146,3438,5708,5609,1624,3722,14,188,44,17,99,6359,2293,4066,4008,1441,2359,12,159,25,12,58,3325,2996,329,361412459.60699,143596.589571
329,48,201,250100,7865,2582,7865,3702,4163,4075,1838,2024,24,164,12,13,88,5378,2237,3141,3095,1564,1368,19,131,7,6,46,2582,2391,191,153612094.542901,65773.652441
330,48,201,250200,8428,2716,8428,3837,4591,4496,1176,3103,12,147,45,13,95,5546,2333,3213,3163,941,2060,10,117,30,5,50,2716,2499,217,65819813.839922,35775.630651
331,48,201,250301,8587,2102,8587,2742,5845,5712,2140,3248,21,260,14,29,133,6482,1911,4571,4483,1747,2493,16,192,7,28,88,2102,1953,149,127730748.92488,48292.020554
332,48,201,250302,9742,3251,9742,2813,6929,6786,3841,2647,26,259,8,5,143,6681,1779,4902,4842,2851,1757,24,198,8,4,60,3251,3112,139,53937614.700114,34687.988162
333,48,201,250401,12134,3799,12134,2889,9245,9013,6583,1936,27,385,47,35,232,7914,1734,6180,6077,4451,1283,21,267,32,23,103,3799,3706,93,50446566.631539,32275.232342
334,48,201,250402,13962,5096,13962,2617,11345,11096,8562,2006,45,428,38,17,249,9746,1613,8133,8020,6298,1337,35,314,29,7,113,5096,4860,236,240315443.02473,94149.43812
335,48,201,250500,5510,1962,5510,1213,4297,4226,2741,1260,9,169,32,15,71,3790,766,3024,2989,2008,818,9,129,19,6,35,1962,1869,93,49105014.142924,37638.820812
336,48,201,250600,7606,3355,7606,3002,4604,4502,2577,1645,24,138,110,8,102,5455,2007,3448,3400,2193,1004,21,115,61,6,48,3355,2844,511,153205047.144544,54592.759606
337,48,201,250701,5373,1870,5373,1344,4029,3959,3078,749,16,112,2,2,70,3842,840,3002,2971,2373,501,12,82,2,1,31,1870,1770,100,212394414.374768,76228.387568
338,48,201,250702,4563,1621,4563,720,3843,3761,3157,455,17,129,2,1,82,3267,448,2819,2776,2362,297,12,102,2,1,43,1621,1564,57,32311529.473102,25598.421894
339,48,201,250800,8129,3053,8129,868,7261,7138,6470,386,11,249,12,10,123,5991,550,5441,5383,4907,270,11,184,8,3,58,3053,2919,134,116373042.323672,46088.392934
340,48,201,250900,8569,3559,8569,596,7973,7892,7459,181,24,205,2,21,81,6238,366,5872,5837,5514,135,16,154,2,16,35,3559,3159,400,180967643.822295,68580.595088
341,48,201,251000,2774,1478,2774,327,2447,2396,2096,150,7,130,3,10,51,2253,239,2014,1980,1767,106,5,92,3,7,34,1478,1341,137,101506083.731257,43221.656851
342,48,201,251100,7400,2967,7400,1095,6305,6217,5672,311,39,166,22,7,88,5712,678,5034,4985,4589,215,35,132,11,3,49,2967,2814,153,120676570.148176,46672.801674
343,48,201,251200,5584,2235,5584,821,4763,4694,4321,223,6,128,9,7,69,4159,538,3621,3587,3314,163,6,91,6,7,34,2235,2046,189,37570672.147624,28129.906089
344,48,201,251300,7159,2665,7159,773,6386,6282,6025,139,16,88,0,14,104,5329,473,4856,4807,4611,103,15,69,0,9,49,2665,2576,89,70359301.012803,32892.009
345,48,201,251401,2446,834,2446,385,2061,2034,1864,80,10,78,0,2,27,1661,229,1432,1421,1304,53,5,59,0,0,11,834,809,25,12965024.675675,17763.30517
346,48,201,251402,5924,2358,5924,943,4981,4915,4619,167,13,103,2,11,66,4295,604,3691,3655,3418,128,11,88,2,8,36,2358,2261,97,28743564.738304,26321.39728
347,48,201,251501,4807,1507,4807,560,4247,4159,3652,128,19,351,4,5,88,3030,321,2709,2674,2336,85,13,233,4,3,35,1507,1440,67,200009168.08651,87178.715651
348,48,201,251502,9419,3633,9419,846,8573,8449,7910,221,21,252,15,30,124,7065,570,6495,6428,6018,164,18,201,8,19,67,3633,3441,192,58637268.959421,30914.856777
349,48,201,251503,2264,798,2264,269,1995,1958,1827,39,6,78,3,5,37,1549,161,1388,1375,1271,30,3,67,2,2,13,798,773,25,9994102.471938,15069.737427
350,48,201,251600,5750,2089,5750,595,5155,5096,4872,144,37,34,1,8,59,4225,372,3853,3816,3643,107,29,30,1,6,37,2089,1937,152,648228054.909395,132055.355535
351,48,201,251700,8069,3048,8069,1139,6930,6854,6494,222,33,83,5,17,76,5742,699,5043,5005,4756,143,25,64,4,13,38,3048,2774,274,863133015.414787,157829.033052
352,48,201,251800,1847,719,1847,332,1515,1500,1450,40,2,5,0,3,15,1392,201,1191,1182,1144,29,2,5,0,2,9,719,663,56,391977017.844333,96140.780193
353,48,201,251901,9353,3441,9353,1392,7961,7817,7237,478,45,39,1,17,144,6655,812,5843,5763,5370,317,33,33,1,9,80,3441,3196,245,549377918.098173,100195.894361
354,48,201,251902,4778,1819,4778,670,4108,4046,3445,561,9,29,1,1,62,3529,428,3101,3063,2638,391,7,25,1,1,38,1819,1727,92,188222079.771058,68055.504531
355,48,201,252000,11296,3951,11296,2534,8762,8557,5810,2160,15,540,6,26,205,7780,1544,6236,6127,4204,1479,11,412,5,16,109,3951,3732,219,618314770.289082,131389.478197
356,48,201,252100,1720,638,1720,553,1167,1147,1001,120,4,18,0,4,20,1285,352,933,921,823,80,4,11,0,3,12,638,596,42,269445530.437778,76060.771754
357,48,201,252200,7944,2748,7944,4582,3362,3272,1715,1274,28,231,2,22,90,5343,2806,2537,2486,1383,902,11,172,1,17,51,2748,2505,243,233694716.821354,64604.291495
358,48,201,252301,8862,2545,8862,5060,3802,3743,855,2624,13,234,0,17,59,5515,2982,2533,2509,657,1651,10,184,0,7,24,2545,2405,140,29376081.519476,29579.125654
359,48,201,252302,11443,3437,11443,6796,4647,4545,1488,2718,19,300,6,14,102,7471,4096,3375,3320,1196,1861,15,237,4,7,55,3437,3232,205,82706101.837919,41909.061284
360,48,201,252400,6976,2262,6976,4095,2881,2831,2549,205,37,29,0,11,50,4771,2497,2274,2257,2070,131,26,25,0,5,17,2262,2105,157,57308991.020439,32760.778592
361,48,201,252500,4325,1547,4325,2845,1480,1448,1369,57,10,7,0,5,32,2908,1716,1192,1176,1111,45,10,7,0,3,16,1547,1335,212,435081698.653835,112131.4771
362,48,201,252600,7552,2545,7552,4726,2826,2777,2638,73,18,35,9,4,49,5093,2773,2320,2286,2182,52,15,29,8,0,34,2545,2304,241,414562112.268344,134963.960747
363,48,201,252700,4163,1660,4163,1153,3010,2960,2684,244,6,18,4,4,50,3031,680,2351,2328,2126,171,6,18,4,3,23,1660,1484,176,510014621.968,121306.641421
364,48,201,252800,5882,2226,5882,1424,4458,4398,1748,2623,9,12,0,6,60,4210,856,3354,3325,1390,1918,5,6,0,6,29,2226,1979,247,691862739.072658,134312.111547
365,48,201,252900,7768,3067,7768,1921,5847,5765,5479,211,40,26,0,9,82,5777,1145,4632,4589,4384,148,29,23,0,5,43,3067,2834,233,198241733.128339,71997.746793
366,48,201,253000,3888,1518,3888,1014,2874,2833,1330,1474,15,11,0,3,41,2787,603,2184,2159,1018,1117,14,7,0,3,25,1518,1352,166,185593556.384416,62067.59848
367,48,201,253100,8439,2588,8439,3376,5063,4937,2962,1592,13,348,2,20,126,5457,1972,3485,3420,2081,1065,12,251,2,9,65,2588,2490,98,314678687.994446,80215.224556
368,48,201,253200,9429,3685,9429,2677,6752,6664,5141,1355,51,99,3,15,88,6838,1687,5151,5112,4121,864,37,80,3,7,39,3685,3399,286,396689725.356932,129405.241086
369,48,201,253300,3428,1372,3428,798,2630,2614,2397,184,10,16,2,5,16,2643,494,2149,2142,1985,135,8,12,2,0,7,1372,1263,109,231613962.83509,65860.735326
370,48,201,253400,724,293,724,360,364,361,321,38,2,0,0,0,3,562,236,326,323,290,31,2,0,0,0,3,293,243,50,142034962.642981,53775.209817
371,48,201,253500,8382,3188,8382,3313,5069,4955,2762,1943,9,217,7,17,114,5701,2004,3697,3646,2178,1275,8,165,7,13,51,3188,2842,346,63181703.278134,45160.065373
372,48,201,253600,5002,3075,5002,1552,3450,3357,2044,1183,7,110,5,8,93,3835,1002,2833,2785,1805,879,7,84,3,7,48,3075,2156,919,60039991.270317,37172.961368
373,48,201,253700,5227,2300,5227,1883,3344,3301,2271,904,11,110,3,2,43,3924,1205,2719,2691,1951,634,11,90,3,2,28,2300,2052,248,43578006.164474,30238.467936
374,48,201,253800,7717,2760,7717,3558,4159,4100,2942,1038,26,72,0,22,59,5242,2074,3168,3137,2350,715,13,45,0,14,31,2760,2494,266,81242630.960818,44096.341172
375,48,201,253900,4416,1925,4416,1280,3136,3077,2459,543,7,64,0,4,59,3209,764,2445,2407,1979,365,6,55,0,2,38,1925,1728,197,49031528.443225,41669.333002
376,48,201,254000,3594,1592,3594,1330,2264,2232,1623,535,10,50,3,11,32,2539,784,1755,1736,1335,351,7,36,3,4,19,1592,1325,267,29322654.369242,24082.790209
377,48,201,254100,5141,1913,5141,2771,2370,2312,1687,572,10,16,2,25,58,3564,1750,1814,1783,1353,392,8,13,2,15,31,1913,1690,223,34742813.755629,28254.265883
378,48,201,254200,3052,1035,3052,2217,835,814,623,179,4,4,0,4,21,1988,1326,662,653,508,137,2,4,0,2,9,1035,902,133,13551437.411719,15100.057877
379,48,201,254300,4917,1993,4917,2822,2095,2049,1268,661,12,105,1,2,46,3405,1757,1648,1620,1061,454,12,92,1,0,28,1993,1607,386,33620144.246822,23169.94777
380,48,201,254400,3253,1167,3253,2436,817,802,352,441,0,3,1,5,15,2173,1531,642,633,293,333,0,3,1,3,9,1167,928,239,30847872.458638,33621.248722
381,48,201,254500,2356,897,2356,1564,792,775,207,552,11,4,0,1,17,1606,1055,551,540,167,366,3,4,0,0,11,897,747,150,74453889.759925,59650.881301
382,48,201,254600,4067,1398,4067,2912,1155,1130,628,475,16,10,1,0,25,2820,1944,876,859,508,327,13,10,1,0,17,1398,1224,174,86196696.983594,50984.070784
383,48,201,254700,2029,896,2029,593,1436,1419,1084,257,6,71,0,1,17,1512,367,1145,1132,895,183,5,48,0,1,13,896,774,122,322748313.254509,101468.110279
384,48,201,310100,5884,2515,5884,2617,3267,3195,1276,1785,13,119,0,2,72,4509,1921,2588,2532,1200,1205,13,112,0,2,56,2515,2204,311,36510642.522745,31309.899813
385,48,201,310200,1463,883,1463,331,1132,1099,535,427,0,133,0,4,33,1299,280,1019,994,522,350,0,119,0,3,25,883,738,145,20108797.960954,19604.271956
386,48,201,310300,4774,2300,4774,3566,1208,1155,785,207,20,132,2,9,53,3727,2656,1071,1030,719,171,14,117,2,7,41,2300,1804,496,24203728.972526,20086.987233
387,48,201,310400,4084,1547,4084,3789,295,285,191,67,6,15,0,6,10,2996,2741,255,248,159,66,6,14,0,3,7,1547,1319,228,18731427.862476,19177.754008
388,48,201,310500,4856,1677,4856,4396,460,450,244,183,6,12,2,3,10,3449,3040,409,403,220,165,5,11,1,1,6,1677,1439,238,33994345.267249,24354.527183
389,48,201,310600,6025,2228,6025,5375,650,629,427,131,8,60,0,3,21,4367,3794,573,557,399,103,2,51,0,2,16,2228,1928,300,19110383.098945,18645.936277
390,48,201,310700,4167,1498,4167,3454,713,695,579,64,6,45,0,1,18,3001,2361,640,627,525,56,4,41,0,1,13,1498,1309,189,21250390.529941,20387.354758
391,48,201,310800,2490,1024,2490,2309,181,177,132,40,0,3,0,2,4,1647,1497,150,148,117,26,0,3,0,2,2,1024,746,278,20784295.830927,21885.118592
392,48,201,310900,5770,2115,5770,5492,278,269,161,78,6,14,2,8,9,4026,3773,253,247,150,72,6,13,2,4,6,2115,1793,322,18857959.272267,21117.255025
393,48,201,311000,7111,2474,7111,6913,198,193,133,36,8,9,0,7,5,4994,4818,176,172,125,29,5,9,0,4,4,2474,2126,348,26367623.694509,24006.623936
394,48,201,311100,5886,2078,5886,5692,194,183,128,30,7,13,0,5,11,4134,3983,151,145,106,25,4,9,0,1,6,2078,1795,283,29445667.207161,26732.974944
