OBJECTID,STATE,COUNTY,TRACT,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPop,SUM_NonHispPop,SUM_NHOneRace,SUM_NH_White,SUM_NH_Black,SUM_NH_AmInd,SUM_NH_Asian,SUM_NH_HawPacI,SUM_NH_Other,SUM_NH_2orMore,SUM_VAP_TotPop,SUM_VAP_HispPo,SUM_VAP_NonHis,SUM_VAP_NHOneR,SUM_VAP_NH_Whi,SUM_VAP_NH_Bla,SUM_VAP_NH_AmI,SUM_VAP_NH_Asi,SUM_VAP_HawPac,SUM_VAP_NH_Oth,SUM_VAP_NH_2or,SUM_TotHousing,SUM_OccHU,SUM_VacantHU,Shapearea,Shapelen
860,48,201,534201,2582,890,2582,1610,972,951,468,185,1,287,1,9,21,1786,975,811,797,419,149,1,222,1,5,14,890,805,85,37449708.450077,28731.02196
861,48,201,534202,8515,3769,8515,2006,6509,6401,4565,896,14,904,0,22,108,6484,1300,5184,5127,3764,636,11,702,0,14,57,3769,3382,387,49885044.997556,31778.176616
862,48,201,534203,1716,539,1716,1020,696,691,418,139,6,127,0,1,5,1179,603,576,572,369,105,3,94,0,1,4,539,509,30,45519046.606614,31413.204384
863,48,201,540100,12349,4080,12349,3625,8724,8531,5205,631,18,2643,1,33,193,8672,2309,6363,6259,3896,443,14,1884,1,21,104,4080,3946,134,242062930.365108,63925.982317
864,48,201,540200,2654,1006,2654,1597,1057,1039,596,170,5,260,5,3,18,1960,1085,875,862,510,129,5,213,5,0,13,1006,938,68,26977464.453387,21634.18618
865,48,201,540501,6024,2617,6024,3690,2334,2253,1282,753,4,196,2,16,81,4097,2296,1801,1759,1071,522,4,154,2,6,42,2617,2291,326,18630797.089953,29096.923293
866,48,201,540502,5248,1914,5248,1555,3693,3613,3211,235,12,141,1,13,80,3934,993,2941,2901,2605,169,9,110,1,7,40,1914,1847,67,38202841.757362,29002.014437
867,48,201,540601,2632,898,2632,715,1917,1856,1103,328,5,408,1,11,61,1919,457,1462,1426,875,242,3,301,1,4,36,898,859,39,21697245.896898,25093.355573
868,48,201,540602,6979,2461,6979,2957,4022,3894,2032,1153,27,664,3,15,128,4792,1889,2903,2848,1561,758,20,504,2,3,55,2461,2316,145,29717877.725165,24617.896109
869,48,201,540700,7505,2313,7505,3155,4350,4239,2556,518,10,1129,8,18,111,5241,1921,3320,3256,1981,371,8,883,3,10,64,2313,2255,58,84431183.193809,49873.285093
870,48,201,540800,7883,2629,7883,4475,3408,3312,1765,837,6,688,1,15,96,5458,2845,2613,2559,1428,601,6,514,1,9,54,2629,2520,109,103092700.214413,48621.387994
871,48,201,540901,2496,1062,2496,329,2167,2129,1736,236,13,142,0,2,38,1967,228,1739,1717,1417,168,10,120,0,2,22,1062,1019,43,17289206.72416,19781.707047
872,48,201,540902,6965,3221,6965,1676,5289,5170,3449,1045,16,647,1,12,119,5336,1125,4211,4155,2842,777,15,514,1,6,56,3221,2933,288,48964475.800777,38662.895188
873,48,201,541001,10368,4106,10368,2491,7877,7668,3953,2164,27,1503,3,18,209,7464,1628,5836,5719,3026,1551,23,1104,3,12,117,4106,3892,214,57619241.134547,35677.398794
874,48,201,541002,7924,2524,7924,1605,6319,6167,3762,1188,14,1166,6,31,152,5257,1006,4251,4185,2597,760,10,799,4,15,66,2524,2447,77,78991354.139497,47145.774909
875,48,201,541003,12938,4209,12938,2803,10135,9886,5909,2080,27,1828,7,35,249,8574,1703,6871,6754,4088,1357,17,1272,5,15,117,4209,4069,140,78454457.452417,37548.851078
876,48,201,541100,6536,2317,6536,1226,5310,5191,4157,542,26,447,4,15,119,4768,783,3985,3922,3154,388,18,351,4,7,63,2317,2249,68,36608066.424953,29080.587347
877,48,201,541201,8799,2979,8799,1541,7258,7110,5381,829,17,865,1,17,148,6073,957,5116,5044,3835,574,15,609,1,10,72,2979,2880,99,48446692.02889,30472.51605
878,48,201,541202,8811,2957,8811,3098,5713,5596,4364,784,13,425,1,9,117,6155,1955,4200,4131,3224,548,13,339,1,6,69,2957,2842,115,34453270.120735,25072.905772
879,48,201,541203,2682,1025,2682,281,2401,2354,2118,110,5,118,0,3,47,2074,195,1879,1856,1657,84,5,107,0,3,23,1025,1001,24,16479886.530127,18466.13692
880,48,201,541300,11303,3547,11303,5958,5345,5213,2557,1791,34,757,11,63,132,7512,3686,3826,3756,1984,1135,24,573,10,30,70,3547,3384,163,57379597.162792,33899.070306
881,48,201,541400,14539,4912,14539,5992,8547,8343,3333,2641,36,2279,21,33,204,9958,3689,6269,6161,2669,1770,26,1667,14,15,108,4912,4549,363,47649754.596882,27653.954899
882,48,201,541500,5216,1640,5216,1884,3332,3257,1924,657,13,643,4,16,75,3535,1133,2402,2378,1459,443,8,453,3,12,24,1640,1587,53,33107888.616304,25435.639852
883,48,201,541601,4430,1651,4430,848,3582,3509,2845,371,10,273,1,9,73,3395,528,2867,2829,2347,264,7,206,1,4,38,1651,1592,59,50156370.6009,29947.591294
884,48,201,541602,9669,3052,9669,5864,3805,3702,2332,645,5,700,0,20,103,6647,3677,2970,2919,1922,451,4,531,0,11,51,3052,2855,197,54530453.516524,30345.291582
885,48,201,541700,9712,4243,9712,3834,5878,5680,2856,1837,19,929,8,31,198,7039,2515,4524,4410,2370,1278,17,718,7,20,114,4243,3840,403,230904250.82471,62503.836873
886,48,201,541800,5762,2436,5762,2243,3519,3407,2236,791,25,338,2,15,112,4182,1459,2723,2653,1818,555,19,248,2,11,70,2436,2181,255,54955379.204311,30877.521897
887,48,201,541900,6402,2163,6402,2146,4256,4161,2912,679,20,531,3,16,95,4601,1382,3219,3166,2283,456,17,398,1,11,53,2163,2082,81,59875426.313422,33537.749341
888,48,201,542000,15167,4526,15167,6432,8735,8479,5030,2149,47,1188,16,49,256,10217,4057,6160,6054,3771,1370,31,848,11,23,106,4526,4412,114,58096822.042215,32493.474799
889,48,201,542101,17754,5218,17754,9616,8138,7857,3541,3522,15,720,17,42,281,11283,5797,5486,5367,2621,2154,12,544,12,24,119,5218,4899,319,97921639.16756,47157.917489
890,48,201,542102,14625,4287,14625,6532,8093,7840,3438,3439,27,889,5,42,253,9418,3925,5493,5376,2559,2140,18,635,4,20,117,4287,4078,209,68391190.488581,37131.995977
891,48,201,542200,16532,4990,16532,7793,8739,8386,4315,3352,18,639,16,46,353,10659,4695,5964,5800,3206,2072,14,474,10,24,164,4990,4742,248,258338970.902264,72104.686935
892,48,201,542301,12365,3735,12365,5468,6897,6700,4024,1826,26,776,3,45,197,8103,3333,4770,4682,2928,1148,19,556,3,28,88,3735,3609,126,64270749.889059,36506.714296
893,48,201,542302,6459,2077,6459,2748,3711,3588,1923,1230,12,406,1,16,123,4186,1691,2495,2444,1378,761,9,286,0,10,51,2077,1996,81,49052595.608985,40202.320045
894,48,201,542400,10040,3335,10040,5260,4780,4626,2711,1443,24,426,1,21,154,6816,3297,3519,3441,2154,938,21,312,1,15,78,3335,3178,157,62320668.521894,32963.73145
895,48,201,542500,2161,1036,2161,236,1925,1895,1807,58,2,22,2,4,30,1741,175,1566,1552,1486,42,1,17,2,4,14,1036,833,203,47131287.241575,27685.55145
896,48,201,542600,4393,1443,4393,1669,2724,2663,1925,501,9,217,2,9,61,2987,1063,1924,1902,1387,334,9,166,2,4,22,1443,1375,68,49476351.23916,28684.851477
897,48,201,542700,4393,1578,4393,1304,3089,3053,2784,190,12,57,0,10,36,3314,856,2458,2437,2245,135,7,43,0,7,21,1578,1512,66,51682741.453422,29333.498512
898,48,201,542800,6983,2314,6983,2235,4748,4639,4216,307,16,92,0,8,109,4844,1353,3491,3451,3186,186,13,58,0,8,40,2314,2226,88,96951538.493686,41361.871007
899,48,201,542900,11156,3586,11156,4167,6989,6815,5286,1102,18,375,8,26,174,7494,2572,4922,4842,3819,722,14,268,3,16,80,3586,3415,171,591852748.033894,122416.683268
900,48,201,543001,6421,1999,6421,1932,4489,4361,2433,1315,13,574,4,22,128,4051,1136,2915,2856,1633,831,8,368,4,12,59,1999,1844,155,1204012461.92081,154806.776134
901,48,201,543002,10057,3744,10057,1943,8114,7950,5409,1286,8,1223,4,20,164,6838,1218,5620,5541,3826,861,7,833,2,12,79,3744,3271,473,368557765.107863,86317.205824
902,48,201,543003,16578,4897,16578,7947,8631,8363,3857,3560,30,873,9,34,268,10415,4662,5753,5645,2826,2166,22,606,7,18,108,4897,4668,229,66351951.53784,35986.077741
903,48,201,543100,2155,656,2155,1133,1022,1008,807,158,1,23,3,16,14,1389,627,762,756,628,103,1,18,1,5,6,656,585,71,1397454259.10593,174384.306288
904,48,201,543200,5924,2776,5924,2201,3723,3655,2478,479,5,685,2,6,68,4485,1460,3025,2986,2101,306,5,569,2,3,39,2776,2323,453,436830809.815942,88084.34797
905,48,201,550100,4719,2179,4719,2479,2240,2177,121,1998,4,45,2,7,63,2953,1499,1454,1413,100,1270,4,34,2,3,41,2179,1658,521,37887085.319605,31150.645574
906,48,201,550200,3727,1825,3727,1264,2463,2380,149,2193,4,28,1,5,83,2436,793,1643,1591,122,1440,3,22,1,3,52,1825,1469,356,26922987.225306,23218.998573
907,48,201,550301,6600,3584,6600,1589,5011,4890,443,4315,17,89,8,18,121,4490,1066,3424,3354,402,2857,14,69,5,7,70,3584,2831,753,30390691.30563,30448.912752
908,48,201,550302,8785,4271,8785,2945,5840,5701,1509,3840,14,310,7,21,139,6320,1952,4368,4287,1343,2651,12,262,3,16,81,4271,3517,754,95903749.943305,43580.193411
909,48,201,550401,10249,4691,10249,4140,6109,5979,832,4318,14,800,3,12,130,6885,2589,4296,4226,705,2944,13,557,2,5,70,4691,3531,1160,108286942.96322,45759.566237
910,48,201,550402,9449,3837,9449,2071,7378,7284,470,6082,8,702,2,20,94,6517,1312,5205,5152,390,4243,4,502,2,11,53,3837,3166,671,50747552.159936,44834.698085
911,48,201,550500,5665,1819,5665,2689,2976,2892,313,1934,2,631,2,10,84,3777,1714,2063,2017,241,1318,2,451,2,3,46,1819,1720,99,47120648.110093,30912.524955
912,48,201,550601,6731,1846,6731,3168,3563,3473,284,2700,1,467,14,7,90,4459,1975,2484,2441,246,1815,1,366,7,6,43,1846,1774,72,21905509.591155,18349.917016
913,48,201,550602,3015,825,3015,1521,1494,1467,82,1117,7,254,0,7,27,2012,932,1080,1064,72,781,7,199,0,5,16,825,791,34,12082583.615983,14740.494679
914,48,201,550603,5632,1738,5632,3186,2446,2427,182,1816,4,421,0,4,19,3732,1971,1761,1748,157,1260,3,328,0,0,13,1738,1596,142,18765485.477217,20478.76157
915,48,201,550700,3038,873,3038,1341,1697,1668,242,938,3,475,5,5,29,2059,829,1230,1213,194,658,3,352,1,5,17,873,839,34,65793175.932021,50763.398462
916,48,201,550800,3468,994,3468,1185,2283,2254,118,1924,5,198,0,9,29,2229,725,1504,1485,101,1215,2,162,0,5,19,994,934,60,21534259.25894,22187.397384
917,48,201,550900,8741,2618,8741,4435,4306,4209,738,1942,14,1494,2,19,97,5937,2788,3149,3103,615,1361,9,1107,2,9,46,2618,2468,150,34282908.259225,24704.03363
918,48,201,551000,3377,884,3377,2183,1194,1174,212,616,2,336,3,5,20,2154,1329,825,813,158,398,1,251,2,3,12,884,832,52,11957311.550816,16540.874122
919,48,201,551100,9497,3500,9497,3800,5697,5590,955,3187,12,1405,7,24,107,6566,2413,4153,4096,842,2150,5,1081,5,13,57,3500,3117,383,49809914.972271,30850.214471
920,48,201,551200,6747,2690,6747,2174,4573,4470,2556,1122,22,755,1,14,103,5172,1496,3676,3626,2195,838,15,567,1,10,50,2690,2507,183,38454799.225843,27745.197358
921,48,201,551300,3818,1174,3818,1143,2675,2630,1099,690,24,806,3,8,45,2788,739,2049,2029,939,500,19,561,3,7,20,1174,1138,36,21385382.160419,19400.688994
922,48,201,551400,4335,1997,4335,1253,3082,3023,1697,832,14,470,5,5,59,3396,856,2540,2502,1462,649,10,371,5,5,38,1997,1762,235,86007308.52943,38499.627566
923,48,201,551500,7803,2847,7803,3116,4687,4572,1466,1690,16,1382,0,18,115,5484,2078,3406,3357,1235,1087,12,1015,0,8,49,2847,2622,225,107386143.925288,52563.008473
924,48,201,551600,8294,2775,8294,3822,4472,4357,2295,1345,29,663,3,22,115,5904,2411,3493,3428,1924,955,23,514,3,9,65,2775,2580,195,33022076.845063,29775.320752
925,48,201,551701,9087,3539,9087,2100,6987,6802,4525,968,23,1269,1,16,185,6751,1363,5388,5294,3563,708,18,993,1,11,94,3539,3365,174,48569377.466828,34376.843908
926,48,201,551702,4024,1297,4024,571,3453,3369,2077,225,5,1055,3,4,84,2841,375,2466,2443,1514,159,4,763,1,2,23,1297,1279,18,22383017.525429,20860.943222
927,48,201,551703,7692,3114,7692,1983,5709,5578,3387,942,13,1205,4,27,131,5678,1334,4344,4282,2673,681,11,896,4,17,62,3114,2948,166,33557782.469335,26858.578326
928,48,201,551800,4386,1753,4386,461,3925,3877,3570,71,13,220,0,3,48,3608,326,3282,3254,3001,53,9,188,0,3,28,1753,1706,47,65979644.923934,34628.127821
929,48,201,551900,5881,3144,5881,1850,4031,3916,1809,1697,11,383,2,14,115,4414,1256,3158,3095,1568,1204,10,305,2,6,63,3144,2824,320,19220966.726156,19353.084871
930,48,201,552001,8117,3691,8117,1986,6131,5956,3779,1106,22,1017,12,20,175,6126,1336,4790,4705,3121,784,19,757,10,14,85,3691,3392,299,47577621.096561,30481.043343
931,48,201,552002,1415,593,1415,291,1124,1101,764,168,4,165,0,0,23,1065,194,871,857,604,129,4,120,0,0,14,593,567,26,17968459.452186,19306.356521
932,48,201,552101,3883,1557,3883,1009,2874,2796,1491,772,10,514,2,7,78,2795,668,2127,2090,1150,564,3,367,2,4,37,1557,1416,141,25531515.536888,20927.625739
933,48,201,552102,5928,2152,5928,1136,4792,4691,3537,345,21,771,7,10,101,4364,736,3628,3576,2732,254,16,563,6,5,52,2152,2078,74,34094086.243664,27305.640979
934,48,201,552103,2954,1026,2954,844,2110,2066,1556,339,14,157,0,0,44,2105,519,1586,1563,1214,221,11,117,0,0,23,1026,959,67,16793617.637781,18575.074115
935,48,201,552200,6511,2483,6511,1896,4615,4491,3195,888,23,361,2,22,124,4617,1157,3460,3403,2563,540,20,265,1,14,57,2483,2334,149,107969320.596805,57591.790853
936,48,201,552301,3961,1613,3961,458,3503,3457,3111,211,16,116,0,3,46,3028,273,2755,2729,2485,141,12,90,0,1,26,1613,1518,95,46409273.297771,31732.893444
937,48,201,552302,4962,2252,4962,950,4012,3899,2809,665,13,387,4,21,113,3801,657,3144,3093,2329,458,7,282,2,15,51,2252,2164,88,39175019.508167,26636.600214
938,48,201,552400,6599,2589,6599,1974,4625,4510,2865,913,14,703,5,10,115,4800,1238,3562,3515,2335,616,9,540,5,10,47,2589,2432,157,65795810.425967,32577.587163
939,48,201,552500,10270,3868,10270,3439,6831,6661,4378,1204,33,1026,11,9,170,7324,2204,5120,5033,3431,823,26,739,10,4,87,3868,3585,283,58889103.78109,33481.769392
940,48,201,552601,5339,2227,5339,1736,3603,3486,1487,1451,14,524,7,3,117,3704,1137,2567,2502,1192,916,9,376,6,3,65,2227,2055,172,30914219.773386,28049.667016
941,48,201,552602,5968,2903,5968,898,5070,4976,3807,530,27,593,4,15,94,4765,647,4118,4057,3176,407,22,439,4,9,61,2903,2587,316,56963947.406445,39717.071949
942,48,201,552700,8092,4476,8092,1489,6603,6465,4562,928,35,923,0,17,138,6450,1008,5442,5367,3913,693,29,721,0,11,75,4476,3947,529,53746992.146163,34751.566116
943,48,201,552800,8826,4415,8826,989,7837,7720,6401,809,25,470,2,13,117,7245,708,6537,6467,5455,604,19,377,2,10,70,4415,4110,305,70055143.776282,40392.419479
944,48,201,552900,6966,3753,6966,1002,5964,5852,4472,934,17,419,1,9,112,5706,712,4994,4929,3887,698,15,322,1,6,65,3753,3311,442,52562010.410468,30957.912043
945,48,201,553001,5044,2161,5044,1003,4041,3959,2381,1170,9,387,2,10,82,3985,697,3288,3239,2053,841,9,328,2,6,49,2161,1857,304,50927524.747617,31223.212985
946,48,201,553002,4565,1730,4565,1425,3140,3051,1706,923,7,404,7,4,89,3446,934,2512,2463,1503,612,7,330,7,4,49,1730,1582,148,49902687.449432,33210.614837
947,48,201,553100,6140,2675,6140,1572,4568,4440,2628,1488,22,269,9,24,128,4622,1046,3576,3516,2254,998,19,222,7,16,60,2675,2372,303,36640357.937037,26678.959815
948,48,201,553200,6743,3120,6743,1994,4749,4620,2177,2230,4,171,13,25,129,5000,1346,3654,3588,1912,1500,3,153,8,12,66,3120,2598,522,46148962.086131,36912.847064
949,48,201,553300,4600,2744,4600,933,3667,3577,976,2444,12,111,23,11,90,3463,666,2797,2748,875,1747,10,98,12,6,49,2744,2213,531,15042208.131164,15461.415896
950,48,201,553401,3815,1421,3815,540,3275,3222,2804,206,4,199,0,9,53,2924,367,2557,2533,2217,160,3,149,0,4,24,1421,1351,70,40567010.372966,35301.778179
951,48,201,553402,6899,2546,6899,1182,5717,5626,4554,580,24,457,9,2,91,5230,824,4406,4352,3548,429,20,346,7,2,54,2546,2458,88,57989118.059837,33674.886274
952,48,201,553403,6185,2091,6185,1350,4835,4720,3257,524,4,908,6,21,115,4321,841,3480,3424,2419,355,4,628,6,12,56,2091,2025,66,71716779.684772,55195.522118
953,48,201,553500,6370,2339,6370,1385,4985,4878,4211,359,22,277,1,8,107,4750,875,3875,3807,3301,267,18,215,1,5,68,2339,2247,92,38440865.715769,25455.58231
954,48,201,553600,6273,2632,6273,1020,5253,5134,4050,463,17,593,3,8,119,4713,671,4042,3973,3203,325,12,428,1,4,69,2632,2391,241,52293667.12269,35467.003732
955,48,201,553700,3960,1598,3960,578,3382,3319,2516,382,7,408,1,5,63,3013,387,2626,2592,2015,279,4,289,1,4,34,1598,1482,116,34030783.058447,29415.342233
956,48,201,553801,2486,820,2486,313,2173,2128,1928,104,10,83,0,3,45,1808,218,1590,1572,1426,79,4,61,0,2,18,820,793,27,39854608.166102,33898.840567
957,48,201,553802,7672,3004,7672,1438,6234,6082,4870,621,23,538,7,23,152,5637,954,4683,4597,3791,395,11,382,6,12,86,3004,2772,232,58598731.011031,30893.850365
958,48,201,553900,7748,2662,7748,846,6902,6756,5307,688,33,681,4,43,146,5694,545,5149,5078,4035,493,19,500,3,28,71,2662,2549,113,56146772.565755,32527.846726
959,48,201,554001,3299,1557,3299,612,2687,2625,2072,306,10,232,0,5,62,2461,409,2052,2023,1647,194,7,172,0,3,29,1557,1336,221,36141510.653066,26510.762767
960,48,201,554002,4307,1559,4307,427,3880,3819,3352,136,8,320,1,2,61,3279,301,2978,2945,2589,103,7,243,1,2,33,1559,1513,46,46694047.560318,28714.051205
961,48,201,554101,1245,420,1245,149,1096,1081,939,89,0,53,0,0,15,932,85,847,838,731,64,0,43,0,0,9,420,406,14,8471499.579359,20693.49828
962,48,201,554102,9399,3305,9399,1545,7854,7667,5942,580,25,1105,7,8,187,6805,999,5806,5740,4512,416,21,785,5,1,66,3305,3197,108,48625112.298076,29562.069728
963,48,201,554200,6229,2738,6229,1780,4449,4345,3261,626,28,413,6,11,104,4568,1125,3443,3386,2566,458,21,331,5,5,57,2738,2348,390,77058340.369182,40401.420222
964,48,201,554301,7331,2705,7331,704,6627,6541,6020,157,38,307,0,19,86,5660,477,5183,5144,4775,118,27,216,0,8,39,2705,2635,70,59779973.715422,37859.491712
965,48,201,554302,4420,1644,4420,780,3640,3516,2650,431,8,413,11,3,124,3187,502,2685,2632,2040,292,7,284,7,2,53,1644,1571,73,63775374.594849,41836.302318
966,48,201,554401,13497,4552,13497,1406,12091,11893,10410,420,46,976,6,35,198,8859,824,8035,7959,7013,290,33,600,4,19,76,4552,4408,144,162649839.598241,66592.147387
967,48,201,554402,12826,4185,12826,2306,10520,10347,8440,1000,48,815,10,34,173,8554,1415,7139,7069,5776,675,28,568,5,17,70,4185,4031,154,153785782.177585,57820.788835
968,48,201,554403,8692,2921,8692,2291,6401,6283,4899,956,30,384,4,10,118,5765,1350,4415,4364,3413,639,20,284,2,6,51,2921,2810,111,116097986.430622,50103.459926
969,48,201,554501,5287,1739,5287,1068,4219,4158,3586,359,15,191,0,7,61,3497,632,2865,2837,2465,231,12,127,0,2,28,1739,1666,73,133364705.948035,56854.806512
970,48,201,554502,6327,2163,6327,668,5659,5572,5063,215,27,251,1,15,87,4384,395,3989,3954,3603,146,17,175,1,12,35,2163,2106,57,49978424.150928,35172.520134
971,48,201,554600,4605,1620,4605,390,4215,4160,3891,124,12,127,0,6,55,3395,255,3140,3108,2910,93,11,90,0,4,32,1620,1559,61,39327011.069644,28815.215856
972,48,201,554700,6937,2663,6937,921,6016,5900,4773,331,14,770,3,9,116,5019,633,4386,4323,3499,258,11,545,3,7,63,2663,2556,107,49585166.17613,32270.549667
973,48,201,554801,14076,4629,14076,3997,10079,9803,7113,1574,41,1036,7,32,276,9245,2402,6843,6732,4958,1002,25,722,5,20,111,4629,4434,195,153917382.943594,56823.391509
974,48,201,554802,15009,5108,15009,2779,12230,11962,9937,859,34,1108,3,21,268,9961,1621,8340,8245,6935,567,29,700,2,12,95,5108,4839,269,366272412.69111,97268.076366
975,48,201,554901,8373,2660,8373,2330,6043,5854,4301,917,32,549,16,39,189,5544,1400,4144,4079,3021,605,23,394,10,26,65,2660,2522,138,94511412.750407,45204.0882
976,48,201,554902,6182,2080,6182,971,5211,5106,4632,308,15,139,2,10,105,4406,575,3831,3777,3454,202,14,100,2,5,54,2080,2016,64,137497628.236491,61632.786771
977,48,201,554903,11314,3744,11314,1958,9356,9149,7045,947,19,1098,17,23,207,7577,1150,6427,6346,4930,631,15,754,6,10,81,3744,3646,98,148586517.030894,54760.607885
978,48,201,555000,7449,2446,7449,1844,5605,5476,4420,587,36,409,10,14,129,5203,1158,4045,3986,3264,396,27,285,8,6,59,2446,2372,74,59879984.943855,42994.89616
979,48,201,555100,8149,2856,8149,1918,6231,6116,4658,850,24,560,11,13,115,5729,1196,4533,4485,3489,562,16,404,9,5,48,2856,2757,99,81597860.6097,46052.507587
980,48,201,555200,6413,2300,6413,2069,4344,4255,3759,369,17,90,2,18,89,4511,1239,3272,3232,2895,244,17,66,2,8,40,2300,2162,138,202113551.237018,75041.642579
981,48,201,555301,960,361,960,81,879,868,791,34,1,42,0,0,11,720,53,667,661,606,22,1,32,0,0,6,361,345,16,70314021.143675,78938.25101
982,48,201,555302,9219,3326,9219,1741,7478,7345,6546,389,29,366,0,15,133,6324,1026,5298,5241,4687,263,22,260,0,9,57,3326,2997,329,208944037.779895,71218.845359
983,48,201,555303,4090,1625,4090,866,3224,3158,2702,356,7,90,0,3,66,2889,517,2372,2342,2012,255,6,69,0,0,30,1625,1409,216,229247293.380144,97482.160856
984,48,201,555401,2445,973,2445,448,1997,1967,1683,255,14,4,7,4,30,1882,294,1588,1577,1363,192,14,4,4,0,11,973,894,79,145717252.505429,63035.016681
985,48,201,555402,7774,3605,7774,1293,6481,6365,5832,379,36,96,4,18,116,6017,843,5174,5113,4733,257,30,75,4,14,61,3605,3238,367,154076877.561674,61202.374932
986,48,201,555501,4324,1660,4324,967,3357,3310,3213,67,5,22,0,3,47,3240,614,2626,2602,2526,53,4,19,0,0,24,1660,1549,111,446672966.992678,98904.92515
987,48,201,555502,17016,5885,17016,3548,13468,13228,10828,1071,39,1257,4,29,240,11631,2174,9457,9349,7759,705,26,843,3,13,108,5885,5666,219,379932859.156925,94995.941284
988,48,201,555600,4717,1669,4717,884,3833,3790,3649,59,8,68,0,6,43,3485,538,2947,2929,2825,43,6,50,0,5,18,1669,1581,88,590995553.174568,122107.059974
989,48,201,555701,7064,2203,7064,1245,5819,5727,4897,510,21,293,6,0,92,4532,717,3815,3778,3229,329,11,207,2,0,37,2203,2167,36,115411914.769726,81900.197855
990,48,201,555702,9389,2942,9389,1169,8220,8094,7081,533,33,428,4,15,126,5896,682,5214,5172,4495,352,24,294,2,5,42,2942,2848,94,125869533.499619,50071.346907
991,48,201,556000,6462,2236,6462,2509,3953,3876,2978,799,35,43,5,16,77,4404,1491,2913,2884,2272,536,28,38,3,7,29,2236,1997,239,1451492577.241,234300.367965
992,48,201,980000,33,17,33,9,24,23,11,12,0,0,0,0,1,24,4,20,19,11,8,0,0,0,0,1,17,15,2,60614546.405176,33936.791474
993,48,201,980100,603,254,603,157,446,439,53,373,2,7,4,0,7,351,89,262,258,40,207,2,6,3,0,4,254,224,30,341675443.954041,98654.332184
994,48,291,700100,4147,1489,4147,1496,2651,2590,2466,85,19,16,1,3,61,2886,878,2008,1980,1889,60,15,12,1,3,28,1489,1330,159,556847869.819714,115918.425094
995,48,291,700200,3042,1157,3042,500,2542,2504,1030,1388,3,80,0,3,38,2372,371,2001,1982,851,1068,3,58,0,2,19,1157,1024,133,175364742.164,86250.470309
996,48,291,700300,9514,3663,9514,2458,7056,6959,6390,478,40,37,1,13,97,6752,1439,5313,5269,4892,301,35,32,1,8,44,3663,3242,421,2158218743.92969,243829.382028
997,48,291,700400,6334,2548,6334,281,6053,6006,5953,31,11,8,0,3,47,4572,167,4405,4376,4336,25,7,7,0,1,29,2548,2253,295,3943648732.93876,432690.731819
998,48,291,700500,2423,1072,2423,109,2314,2284,2192,77,13,1,0,1,30,1774,69,1705,1682,1614,57,10,1,0,0,23,1072,857,215,3095577324.06316,332658.652731
999,48,291,700600,2862,1700,2862,232,2630,2599,2499,79,17,3,1,0,31,2227,134,2093,2075,1991,65,15,3,1,0,18,1700,1164,536,3454876927.05964,317392.669152
1000,48,291,700700,2507,1034,2507,184,2323,2303,2147,144,10,1,0,1,20,1844,117,1727,1714,1606,100,7,1,0,0,13,1034,916,118,1478300507.92731,221949.385842
1001,48,291,700800,8892,3520,8892,962,7930,7834,7047,664,49,65,4,5,96,6547,569,5978,5932,5373,462,40,52,3,2,46,3520,3207,313,1128817437.82978,203762.867783
1002,48,291,700900,6059,862,6059,1483,4576,4531,2948,1534,13,19,0,17,45,5528,1359,4169,4140,2624,1470,13,16,0,17,29,862,751,111,1825514609.74749,209545.913121
1003,48,291,701000,6216,2147,6216,2527,3689,3622,3044,518,26,30,2,2,67,4193,1462,2731,2700,2302,346,25,23,2,2,31,2147,1897,250,1976670836.43558,213924.606655
1004,48,291,701100,6954,2728,6954,768,6186,6072,5595,400,43,19,10,5,114,5140,452,4688,4627,4271,297,32,14,10,3,61,2728,2422,306,2053463783.45266,307815.816432
1005,48,291,701200,6089,2572,6089,905,5184,5116,4339,723,10,36,1,7,68,4561,566,3995,3961,3392,524,10,31,1,3,34,2572,2288,284,1704839325.23242,338440.646588
1006,48,291,701300,3492,1537,3492,274,3218,3163,2963,167,18,6,1,8,55,2626,164,2462,2426,2264,135,16,5,1,5,36,1537,1319,218,3847099991.61926,346804.309071
1007,48,291,701400,7112,2730,7112,1423,5689,5581,3708,1786,17,16,2,52,108,5254,861,4393,4342,2860,1413,13,14,1,41,51,2730,2403,327,5393206182.53306,364763.461172
1008,48,339,690100,9909,3499,9909,2293,7616,7497,7285,102,55,38,1,16,119,7128,1449,5679,5605,5460,70,38,28,1,8,74,3499,3317,182,622036437.637139,149700.737075
1009,48,339,690201,9537,3375,9537,1042,8495,8393,8094,165,54,57,2,21,102,6685,586,6099,6046,5844,113,30,47,1,11,53,3375,3179,196,612848696.21525,123539.470376
1010,48,339,690202,6770,2443,6770,1205,5565,5513,5373,79,24,26,2,9,52,5014,705,4309,4283,4174,59,22,18,2,8,26,2443,2304,139,431057434.009455,116186.511958
1011,48,339,690300,4681,1742,4681,1100,3581,3536,3262,241,20,12,0,1,45,3436,654,2782,2758,2541,189,20,7,0,1,24,1742,1596,146,437980752.488266,122272.011895
1012,48,339,690401,5643,1825,5643,551,5092,5003,4651,188,34,108,8,14,89,3804,345,3459,3427,3178,134,27,76,6,6,32,1825,1761,64,441644349.431139,140711.275597
